Date,ClarkSea Index $/day [SIN 60351]
2010-07-09,14671.06478
2010-07-16,14386.79511
2010-07-23,14856.66603
2010-07-30,14639.66689
2010-08-06,13874.7067
2010-08-13,14616.12787
2010-08-20,14816.42655
2010-08-27,14814.39647
2010-09-03,14851.88567
2010-09-10,14655.48229
2010-09-17,14056.07397
2010-09-24,13624.89226
2010-10-01,12841.12181
2010-10-08,13150.54004
2010-10-15,13437.1167
2010-10-22,13475.52752
2010-10-29,13408.92957
2010-11-05,12981.06422
2010-11-12,12999.39672
2010-11-19,14353.29126
2010-11-26,14509.0747
2010-12-03,15869.95317
2010-12-10,15742.3269
2010-12-17,14989.51704
2010-12-24,14095.95478
2010-12-31,13468.48693
2011-01-07,12389.17337
2011-01-14,11452.74338
2011-01-21,11427.64114
2011-01-28,11271.17507
2011-02-04,10721.43091
2011-02-11,11504.35751
2011-02-18,12425.51994
2011-02-25,12753.45384
2011-03-04,14741.79601
2011-03-11,14936.16293
2011-03-18,14375.90577
2011-03-25,14893.58093
2011-04-01,13797.91359
2011-04-08,13135.37714
2011-04-15,13219.7403
2011-04-22,13773.69598
2011-04-29,13584.91007
2011-05-06,13264.37185
2011-05-13,13336.66939
2011-05-20,12926.37025
2011-05-27,12422.5097
2011-06-03,11282.43882
2011-06-10,10698.07968
2011-06-17,10967.39805
2011-06-24,11282.90225
2011-07-01,10389.24262
2011-07-08,10556.57791
2011-07-15,10506.96287
2011-07-22,10667.72942
2011-07-29,10897.16275
2011-08-05,11065.19737
2011-08-12,11903.27643
2011-08-19,11915.59612
2011-08-26,11861.12511
2011-09-02,11190.95525
2011-09-09,11253.15062
2011-09-16,11723.0424
2011-09-23,12153.69425
2011-09-30,12463.37514
2011-10-07,13692.12437
2011-10-14,14078.59429
2011-10-21,13973.21085
2011-10-28,13285.98726
2011-11-04,11853.29521
2011-11-11,11478.24805
2011-11-18,11995.40042
2011-11-25,12544.9699
2011-12-02,11992.70286
2011-12-09,12276.46104
2011-12-16,12520.43897
2011-12-23,12665.35536
2011-12-30,12865.61424
2012-01-06,10757.89849
2012-01-13,9516.28613
2012-01-20,9222.50779
2012-01-27,8443.88531
2012-02-03,7775.22586
2012-02-10,7643.53619
2012-02-17,8128.01161
2012-02-24,8110.96932
2012-03-02,8195.83101
2012-03-09,8525.65631
2012-03-16,9343.16718
2012-03-23,8876.67362
2012-03-30,8886.08715
2012-04-06,9040.89179
2012-04-13,9140.67207
2012-04-20,9285.65888
2012-04-27,10327.18714
2012-05-04,10481.66167
2012-05-11,11940.87136
2012-05-18,12426.34438
2012-05-25,11869.89343
2012-06-01,11105.92445
2012-06-08,11026.66738
2012-06-15,10847.63759
2012-06-22,11171.06396
2012-06-29,11062.4998
2012-07-06,10686.5194
2012-07-13,10701.14808
2012-07-20,9822.73587
2012-07-27,10097.80827
2012-08-03,9448.2378
2012-08-10,9341.62975
2012-08-17,9139.41414
2012-08-24,8994.08437
2012-08-31,8636.10417
2012-09-07,8184.1859
2012-09-14,8210.90745
2012-09-21,9652.73129
2012-09-28,9138.37078
2012-10-05,9306.65322
2012-10-12,9108.1215
2012-10-19,8985.64413
2012-10-26,9123.67526
2012-11-02,9089.60799
2012-11-09,9020.43595
2012-11-16,9580.7403
2012-11-23,9918.99935
2012-11-30,9946.98028
2012-12-07,9416.51073
2012-12-14,9693.88922
2012-12-21,9964.65163
2012-12-28,9623.41166
2013-01-04,8938.71179
2013-01-11,8538.03844
2013-01-18,8717.0786
2013-01-25,8215.8194
2013-02-01,8008.41358
2013-02-08,7614.44245
2013-02-15,7519.61048
2013-02-22,8302.95453
2013-03-01,8416.9444
2013-03-08,8916.40782
2013-03-15,9425.21443
2013-03-22,9859.78194
2013-03-29,9623.92243
2013-04-05,9502.47215
2013-04-12,9315.44966
2013-04-19,9568.09115
2013-04-26,8961.25531
2013-05-03,9024.8136
2013-05-10,8975.52854
2013-05-17,8987.51931
2013-05-24,8780.96017
2013-05-31,8771.85985
2013-06-07,8564.73403
2013-06-14,8786.45807
2013-06-21,9125.59658
2013-06-28,9470.61259
2013-07-05,9609.03755
2013-07-12,9645.7156
2013-07-19,9867.27656
2013-07-26,9618.2988
2013-08-02,9423.74198
2013-08-09,9147.24167
2013-08-16,9292.34393
2013-08-23,10095.74591
2013-08-30,9473.56805
2013-09-06,10200.20956
2013-09-13,10989.05159
2013-09-20,11614.0481
2013-09-27,12203.76655
2013-10-04,12204.31076
2013-10-11,12014.61626
2013-10-18,12181.70626
2013-10-25,11437.70219
2013-11-01,10766.48824
2013-11-08,11456.63596
2013-11-15,11393.21114
2013-11-22,12030.22999
2013-11-29,13404.05286
2013-12-06,15130.85446
2013-12-13,16571.44984
2013-12-20,16915.81918
2013-12-27,17039.60264
2014-01-03,15727.28417
2014-01-10,14068.67082
2014-01-17,15505.28009
2014-01-24,13737.7357
2014-01-31,11372.45017
2014-02-07,10566.50078
2014-02-14,10654.00459
2014-02-21,10515.38182
2014-02-28,11094.7159
2014-03-07,11755.74998
2014-03-14,11489.02034
2014-03-21,12062.19019
2014-03-28,11430.70934
2014-04-04,10901.6291
2014-04-11,10064.93937
2014-04-18,9682.30235
2014-04-25,9569.54146
2014-05-02,9574.07995
2014-05-09,9581.00279
2014-05-16,9274.90812
2014-05-23,9316.01396
2014-05-30,9419.57787
2014-06-06,9521.25331
2014-06-13,9135.39756
2014-06-20,9828.95841
2014-06-27,10248.05891
2014-07-04,10597.33497
2014-07-11,10460.22674
2014-07-18,11511.40538
2014-07-25,11544.35977
2014-08-01,10423.26157
2014-08-08,10260.03076
2014-08-15,11394.4839
2014-08-22,11356.52191
2014-08-29,10859.96116
2014-09-05,10779.38533
2014-09-12,10755.18703
2014-09-19,10340.74144
2014-09-26,10115.65179
2014-10-03,10864.79506
2014-10-10,11476.84886
2014-10-17,12352.89271
2014-10-24,13400.08005
2014-10-31,14767.22572
2014-11-07,15237.06299
2014-11-14,14764.46841
2014-11-21,16684.40272
2014-11-28,15453.37689
2014-12-05,14276.33685
2014-12-12,14875.25393
2014-12-19,15194.76481
2014-12-26,14786.96745
2015-01-02,15041.01054
2015-01-09,14802.13747
2015-01-16,15023.93209
2015-01-23,14753.79417
2015-01-30,13761.15989
2015-02-06,13528.58885
2015-02-13,12553.86812
2015-02-20,12364.23964
2015-02-27,13283.75258
2015-03-06,13787.82475
2015-03-13,13814.85062
2015-03-20,13466.65093
2015-03-27,13356.86803
2015-04-03,13573.87305
2015-04-10,13533.92491
2015-04-17,13894.26615
2015-04-24,13281.46599
2015-05-01,12949.67462
2015-05-08,12857.73269
2015-05-15,14330.42003
2015-05-22,14896.58211
2015-05-29,14722.6873
2015-06-05,14780.6157
2015-06-12,15285.00032
2015-06-19,17090.93309
2015-06-26,17523.85027
2015-07-03,16882.0615
2015-07-10,17650.47795
2015-07-17,18383.3315
2015-07-24,17585.67192
2015-07-31,16761.47998
2015-08-07,16318.38232
2015-08-14,15431.5277
2015-08-21,14606.8868
2015-08-28,13487.15482
2015-09-04,13395.57646
2015-09-11,13634.52604
2015-09-18,14382.96395
2015-09-25,14679.63461
2015-10-02,14454.81014
2015-10-09,14183.79408
2015-10-16,13955.91224
2015-10-23,13306.91939
2015-10-30,12600.45776
2015-11-06,13070.0209
2015-11-13,12953.42043
2015-11-20,13093.23945
2015-11-27,13348.06142
2015-12-04,14296.21572
2015-12-11,14293.56034
2015-12-18,14327.69168
2015-12-25,13955.38688
2016-01-01,13875.54474
2016-01-08,12988.39979
2016-01-15,11141.70636
2016-01-22,10953.61645
2016-01-29,9925.85863
2016-02-05,9546.53147
2016-02-12,9550.88839
2016-02-19,9443.73523
2016-02-26,9093.5851
2016-03-04,8764.44852
2016-03-11,9921.03965
2016-03-18,10177.69088
2016-03-25,9720.32684
2016-04-01,10517.04564
2016-04-08,9785.71969
2016-04-15,10259.60793
2016-04-22,10137.66588
2016-04-29,9457.49995
2016-05-06,9249.93051
2016-05-13,9168.76559
2016-05-20,9189.6087
2016-05-27,8900.28661
2016-06-03,9144.04525
2016-06-10,8888.72374
2016-06-17,8504.70209
2016-06-24,8567.7524
2016-07-01,8575.04338
2016-07-08,8427.14641
2016-07-15,8370.02471
2016-07-22,8170.48887
2016-07-29,7699.44728
2016-08-05,7398.84495
2016-08-12,7559.87954
2016-08-19,7072.7466
2016-08-26,7424.90152
2016-09-02,7401.59913
2016-09-09,7510.23668
2016-09-16,7872.97469
2016-09-23,8292.73314
2016-09-30,8237.54647
2016-10-07,8419.17353
2016-10-14,8789.87302
2016-10-21,8903.91204
2016-10-28,8668.87179
2016-11-04,9207.01632
2016-11-11,9966.59549
2016-11-18,11353.9774
2016-11-25,11768.25922
2016-12-02,11405.59217
2016-12-09,11094.19523
2016-12-16,11284.76156
2016-12-23,11343.40478
2016-12-30,11260.80884
2017-01-06,11092.41695
2017-01-13,10333.29773
2017-01-20,10017.73739
2017-01-27,9388.36681
2017-02-03,8567.39145
2017-02-10,8465.1174
2017-02-17,8742.70523
2017-02-24,9103.69061
2017-03-03,9506.27985
2017-03-10,10505.84264
2017-03-17,10701.15689
2017-03-24,11248.42011
2017-03-31,11842.15046
2017-04-07,11397.53539
2017-04-14,11618.53513
2017-04-21,11537.26677
2017-04-28,10980.00817
2017-05-05,10443.55033
2017-05-12,10339.78457
2017-05-19,9677.65922
2017-05-26,9432.65198
2017-06-02,9170.94218
2017-06-09,9090.58809
2017-06-16,9200.85866
2017-06-23,9471.25413
2017-06-30,9161.86137
2017-07-07,8884.44082
2017-07-14,9494.76301
2017-07-21,9549.769
2017-07-28,9201.37791
2017-08-04,9441.57442
2017-08-11,9807.01689
2017-08-18,10365.36337
2017-08-25,10375.19849
2017-09-01,10803.00635
2017-09-08,11120.35837
2017-09-15,11692.98113
2017-09-22,12278.02426
2017-09-29,12128.72553
2017-10-06,12528.97962
2017-10-13,13015.56894
2017-10-20,13214.24861
2017-10-27,13045.55011
2017-11-03,12323.12017
2017-11-10,11978.91398
2017-11-17,11986.94983
2017-11-24,12333.27021
2017-12-01,12946.07666
2017-12-08,13172.255
2017-12-15,13168.3608
2017-12-22,12166.32421
2017-12-29,11840.46952
2018-01-05,11088.17401
2018-01-12,10659.50302
2018-01-19,10339.13032
2018-01-26,10493.42464
2018-02-02,10028.49693
2018-02-09,10451.92498
2018-02-16,10317.91467
2018-02-23,10848.90476
2018-03-02,11346.60399
2018-03-09,11295.68571
2018-03-16,11065.81969
2018-03-23,11348.51929
2018-03-30,11253.03274
2018-04-06,10339.02437
2018-04-13,10384.05487
2018-04-20,10672.62327
2018-04-27,10944.7801
2018-05-04,11302.1742
2018-05-11,11063.64462
2018-05-18,10746.0142
2018-05-25,11079.13152
2018-06-01,11220.39407
2018-06-08,11552.81349
2018-06-15,11615.23153
2018-06-22,11597.88754
2018-06-29,11104.64114
2018-07-06,11775.38764
2018-07-13,12213.48487
2018-07-20,12291.46858
2018-07-27,12306.39016
2018-08-03,12570.84656
2018-08-10,11913.63772
2018-08-17,12402.27825
2018-08-24,12478.06806
2018-08-31,12130.73561
2018-09-07,12069.5022
2018-09-14,11645.06645
2018-09-21,12119.63482
2018-09-28,12300.2188
2018-10-05,13006.53019
2018-10-12,13471.90785
2018-10-19,13744.99444
2018-10-26,14420.6049
2018-11-02,14252.41383
2018-11-09,13491.88291
2018-11-16,13687.44288
2018-11-23,14126.20412
2018-11-30,15308.8767
2018-12-07,15947.33332
2018-12-14,16288.91294
2018-12-21,15931.02614
2018-12-28,15419.69338
2019-01-04,15602.71976
2019-01-11,13672.56048
2019-01-18,12785.73653
2019-01-25,11521.08007
2019-02-01,10232.19652
2019-02-08,9767.30286
2019-02-15,10721.43886
2019-02-22,10843.37633
2019-03-01,11217.81488
2019-03-08,10919.7218
2019-03-15,11145.84329
2019-03-22,11253.50548
2019-03-29,11114.02246
2019-04-05,10584.60718
2019-04-12,10650.22557
2019-04-19,11065.46401
2019-04-26,11142.49968
2019-05-03,11230.53069
2019-05-10,11787.78917
2019-05-17,11755.39494
2019-05-24,12278.30611
2019-05-31,12276.8564
2019-06-07,12626.11854
2019-06-14,12678.00521
2019-06-21,13549.73238
2019-06-28,13346.27852
2019-07-05,14008.06402
2019-07-12,13579.19874
2019-07-19,14649.46348
2019-07-26,14138.81942
2019-08-02,13547.20026
2019-08-09,15056.01834
2019-08-16,16265.32814
2019-08-23,16615.29769
2019-08-30,16734.08206
2019-09-06,16822.44158
2019-09-13,16464.41504
2019-09-20,16047.25112
2019-09-27,16398.35249
2019-10-04,20095.75325
2019-10-11,31207.22679
2019-10-18,24121.50952
2019-10-25,20802.04111
2019-11-01,18641.79043
2019-11-08,16711.50226
2019-11-15,18291.59027
2019-11-22,20929.24996
2019-11-29,21018.40509
2019-12-06,21099.55317
2019-12-13,21374.67212
2019-12-20,21592.02147
2019-12-27,22298.86383
2020-01-03,18535.84478
2020-01-10,17914.77613
2020-01-17,16955.40923
2020-01-24,15774.95793
2020-01-31,13264.69808
2020-02-07,11636.62405
2020-02-14,11693.32239
2020-02-21,12076.72166
2020-02-28,12673.93027
2020-03-06,13655.26975
2020-03-13,26419.19438
2020-03-20,20732.13241
2020-03-27,21792.24639
2020-04-03,23054.65635
2020-04-10,18634.65876
2020-04-17,20888.5597
2020-04-24,29287.78048
2020-05-01,22013.32638
2020-05-08,17997.93638
2020-05-15,13121.93934
2020-05-22,11182.05196
2020-05-29,11655.54081
2020-06-05,10460.89464
2020-06-12,10733.28246
2020-06-19,11904.45456
2020-06-26,11648.41061
2020-07-03,11834.36951
2020-07-10,12325.74207
2020-07-17,12345.39399
2020-07-24,11922.67646
2020-07-31,12291.71334
2020-08-07,12967.48649
2020-08-14,13343.87545
2020-08-21,13395.21681
2020-08-28,13482.27733
2020-09-04,12672.59096
2020-09-11,13142.78363
2020-09-18,12497.33039
2020-09-25,13434.58433
2020-10-02,13796.65698
2020-10-09,13615.67778
2020-10-16,12954.7476
2020-10-23,12985.39433
2020-10-30,12673.06558
2020-11-06,12511.00822
2020-11-13,12549.39819
2020-11-20,13474.50734
2020-11-27,14381.33223
2020-12-04,14671.33766
2020-12-11,15133.54568
2020-12-18,15608.61666
2020-12-25,15902.17252
2021-01-01,15243.05474
2021-01-08,15667.97298
2021-01-15,15506.07956
2021-01-22,15582.02124
2021-01-29,14931.63495
2021-02-05,14582.99966
2021-02-12,14709.40222
2021-02-19,18163.70306
2021-02-26,18685.81636
2021-03-05,19466.33597
2021-03-12,20852.4268
2021-03-19,21981.59931
2021-03-26,21625.52998
2021-04-02,20759.1788
2021-04-09,19844.73023
2021-04-16,20711.58306
2021-04-23,22110.85829
2021-04-30,23080.74395
2021-05-07,24351.03786
2021-05-14,24898.28689
2021-05-21,25359.91873
2021-05-28,25230.09805
2021-06-04,24399.14616
2021-06-11,25341.20513
2021-06-18,27074.92704
2021-06-25,28484.42101
2021-07-02,28870.27191
2021-07-09,29464.849
2021-07-16,29214.58107
2021-07-23,30591.15994
2021-07-30,31692.75875
2021-08-06,34456.41135
2021-08-13,37064.67334
2021-08-20,38542.34124
2021-08-27,39453.04658
2021-09-03,38267.06863
2021-09-10,37426.19554
2021-09-17,38943.89118
2021-09-24,40044.96792
2021-10-01,41544.44832
2021-10-08,42603.15393
2021-10-15,42195.13205
2021-10-22,42467.90135
2021-10-29,39100.02987
2021-11-05,35718.56634
2021-11-12,35833.96086
2021-11-19,34271.74408
2021-11-26,34704.75227
2021-12-03,36535.34707
2021-12-10,37881.72204
2021-12-17,35945.45783
2021-12-24,34922.36967
2021-12-31,34721.68482
2022-01-07,33450.01681
2022-01-14,31427.03873
2022-01-21,30277.13408
2022-01-28,29869.37964
2022-02-04,30540.78415
2022-02-11,32775.62162
2022-02-18,33542.52346
2022-02-25,36931.92038
2022-03-04,39424.44545
2022-03-11,41418.94312
2022-03-18,41376.60956
2022-03-25,40383.87375
2022-04-01,41791.32134
2022-04-08,42303.71439
2022-04-15,42091.79178
2022-04-22,42086.14034
2022-04-29,42536.85676
2022-05-06,43613.51907
2022-05-13,44053.62217
2022-05-20,44357.05603
2022-05-27,42391.06273
2022-06-03,41360.15393
2022-06-10,40087.28591
2022-06-17,41908.95464
2022-06-24,42099.41701
2022-07-01,40801.49962
2022-07-08,40156.53964
2022-07-15,39979.74749
2022-07-22,41334.23159
2022-07-29,40916.4687
2022-08-05,39251.83603
2022-08-12,38348.68047
2022-08-19,38157.01573
2022-08-26,37560.54599
2022-09-02,36790.12173
2022-09-09,38018.86708
2022-09-16,35163.81498
2022-09-23,35188.38952
2022-09-30,32595.18515
2022-10-07,31980.30688
2022-10-14,33424.20175
2022-10-21,33943.05987
2022-10-28,32245.92978
2022-11-04,31538.51059
2022-11-11,32482.44622
2022-11-18,34896.88627
2022-11-25,36411.29206
2022-12-02,34973.86882
2022-12-09,34132.62147
2022-12-16,33588.55824
2022-12-23,31519.1085
2022-12-30,29657.19424
2023-01-06,25231.77255
2023-01-13,23021.32437
2023-01-20,21045.50288
2023-01-27,20151.8183
2023-02-03,20190.552
2023-02-10,22011.72414
2023-02-17,23844.52007
2023-02-24,24853.92532
2023-03-03,25735.85692
2023-03-10,27385.79399
2023-03-17,29070.02212
2023-03-24,29727.21126
2023-03-31,27945.09638
2023-04-07,26615.74747
2023-04-14,25679.27222
2023-04-21,25382.01872
2023-04-28,23998.89261
2023-05-05,23509.95942
2023-05-12,24248.1873
2023-05-19,24143.27426
2023-05-26,23508.96142
2023-06-02,22212.24109
2023-06-09,21432.36251
2023-06-16,22865.27648
2023-06-23,21749.31472
2023-06-30,21538.52684
2023-07-07,20017.83691
2023-07-14,20089.64833
2023-07-21,19972.33239
2023-07-28,19846.36061
2023-08-04,18988.72798
2023-08-11,18997.87139
2023-08-18,20304.94223
2023-08-25,20265.31506
2023-09-01,20685.84688
2023-09-08,20953.53993
2023-09-15,21865.33477
2023-09-22,23271.58207
2023-09-29,22304.95858
2023-10-06,22227.66134
2023-10-13,23913.05433
2023-10-20,24284.81646
2023-10-27,24481.05224
2023-11-03,24751.72823
2023-11-10,25065.74702
2023-11-17,26193.42745
2023-11-24,26706.1621
2023-12-01,28602.19508
2023-12-08,27991.85738
2023-12-15,26957.63497
2023-12-22,26681.92988
2023-12-29,26212.85803
2024-01-05,24428.3822
2024-01-12,22887.51666
2024-01-19,24025.53085
2024-01-26,24972.87911
2024-02-02,23422.5766
2024-02-09,23978.67549
2024-02-16,24586.02901
2024-02-23,24552.40569
2024-03-01,24587.6291
2024-03-08,25612.49054
2024-03-15,27298.03599
2024-03-22,26957.46652
2024-03-29,25027.47975
2024-04-05,23709.86625
2024-04-12,24193.15694
2024-04-19,24715.99105
2024-04-26,24485.07828
2024-05-03,25268.18025
2024-05-10,26645.87177
2024-05-17,26437.5708
2024-05-24,26864.09475
2024-05-31,27154.07217
2024-06-07,27201.12718
2024-06-14,27694.31013
2024-06-21,27914.07376
2024-06-28,28324.12834
2024-07-05,27198.71765
2024-07-12,27119.38201
2024-07-19,26600.98447
2024-07-26,26391.24109
2024-08-02,25504.03586
2024-08-09,24696.38561
2024-08-16,24937.84728
2024-08-23,25282.96448
2024-08-30,24767.19413
2024-09-06,24562.82476
2024-09-13,25102.95321
2024-09-20,25367.00957
2024-09-27,24656.60651
2024-10-04,25622.56326
2024-10-11,25210.14967
2024-10-18,24684.39291
2024-10-25,23550.90812
2024-11-01,23092.61859
2024-11-08,22513.58023
2024-11-15,23038.06545
2024-11-22,23022.10992
2024-11-29,22663.67892
2024-12-06,22684.57086
2024-12-13,22508.53287
2024-12-20,22435.04505
2024-12-27,21965.46096
2025-01-03,21389.43644
2025-01-10,21504.01483
2025-01-17,22979.73483
2025-01-24,21127.7026
2025-01-31,21104.97097
2025-02-07,22123.7895
2025-02-14,22171.48667
2025-02-21,23065.34165
2025-02-28,23574.93804
2025-03-07,23842.62815
2025-03-14,25345.23119
2025-03-21,26465.6493
2025-03-28,26713.2516
2025-04-04,25777.21745
2025-04-11,24868.93157
2025-04-18,25256.65173
2025-04-25,25433.11335
2025-05-02,24860.28764
2025-05-09,23721.33523
2025-05-16,24282.61928
2025-05-23,24771.43508
2025-05-30,24431.02105
2025-06-06,24515.04741
2025-06-13,25068.1818
2025-06-20,26916.16
2025-06-27,25314.11223
2025-07-04,24726.76315
2025-07-11,25203.04119
2025-07-18,26462.54881
2025-07-25,26163.90483
2025-08-01,26635.87512
2025-08-08,27985.39077
2025-08-15,27828.97415
2025-08-22,27654.81564
2025-08-29,29190.2764
2025-09-05,28598.20932
2025-09-12,29585.94702
2025-09-19,29888.3013
2025-09-26,29732.28238
2025-10-03,28641.414
2025-10-10,28977.49436
2025-10-17,30461.04863
2025-10-24,29864.33058
2025-10-31,31215.58097
2025-11-07,31364.55033
2025-11-14,32745.81811
2025-11-21,33723.70076
2025-11-28,34434.30296
2025-12-05,33706.48362
2025-12-12,32589.56849
2025-12-19,31616.22254
2025-12-26,29855.94867
2026-01-02,28089.64103
2026-01-09,28364.38333
2026-01-16,31605.87436
2026-01-23,31212.8529
2026-01-30,32984.62026
2026-02-06,33123.01822
2026-02-13,33119.92448
2026-02-20,34057.64866
2026-02-27,37590.62729
2026-03-06,53319.00129
2026-03-13,41670.21483
2026-03-20,44967.94992
2026-03-27,49141.24694
2026-04-03,48647.20644
2026-04-10,48246.51934
2026-04-17,45073.43334
2026-04-24,42381.54519
2026-05-01,41435.01166
2026-05-08,40620.38281
2026-05-15,38942.51455
2026-05-22,37758.02095
2026-05-29,37056.48153
2026-06-05,36075.76835
2026-06-12,35852.63105
2026-06-19,38047.88889
2026-06-26,37260.47581
2026-07-03,37542.93622
2026-07-10,38773.79795
2026-07-17,38955.31944
2026-07-24,40638.69229
2026-07-31,41909.66414
2026-08-07,41687.60424
2026-08-14,41788.52163
2026-08-21,44655.00631
2026-08-28,43712.58861
2026-09-04,45748.85427
2026-09-11,56567.38745
