Date,BDTI TD3C 270kt MEG-China WS [541330],BDTI TD20 130kt WAF-Continent WS [534599],BCTI TC7 35kt Singapore-EC Australia WS [97856],BCTI TC17 35kt MEG-East Africa WS [549319]
2026-01-09,61.58,128.32,227.792,245.958
2026-01-16,103.19,152.722,244.858,270.284
2026-01-23,123.946,156.832,254.002,290.928
2026-01-30,104.904,157.288,248.072,270.57
2026-02-06,139.09,154.722,235.274,259.358
2026-02-13,135.956,157.668,224.256,204.788
2026-02-20,156.346,160.942,216.18667,203.428
2026-02-27,209.466,189.666,224.942,249.642
2026-03-06,455.756,305.166,256.356,421.714
2026-03-13,436.554,269.556,257.006,395.33
2026-03-20,464.57,254.724,257.432,500.856
2026-03-27,376.974,371.554,313.57,634
2026-04-03,361.255,362.36,315.6275,686.785
2026-04-10,438.9975,300.6925,324.84,699.1075
2026-04-17,455.756,227.812,364.444,704.716
2026-04-24,468.568,206.532,388.1,724.712
2026-05-01,426.088,215.556,376.214,735.286
2026-05-08,460.6275,194.1675,357.3025,736.2475
2026-05-15,449.628,195.196,345.142,728.716
2026-05-22,413.876,187.554,328.714,728
2026-05-29,395.575,163.265,315.82,727.14
2026-06-05,403.166,147.89,297.215,729.716
2026-06-12,402.72,156.39,288.772,730.286
2026-06-19,437.656,168.25,272.728,576.428
2026-06-26,405.28,230.498,274.528,546.858
2026-07-03,298.666,239.832,295.286,525.286
2026-07-10,333.5,235.166,289.32,452.43
2026-07-17,372.666,232.832,282.544,464.572
2026-07-24,385.29,228,279.742,505.716
2026-07-31,410.754,227.83,271.128,514.142
2026-08-07,451.332,181.332,262.23,503.286
2026-08-14,482,217.744,254.98,490.57
2026-08-21,543.848,325.334,259.074,499.43
2026-08-28,617.888,258.89,301.856,519.93
2026-09-04,667.085,210.415,332.93,554.6425
2026-09-11,750.275,275.21,395.8925,666.25
