Date,Average Weighted Clean Product Tanker Earnings $/day [51067],Average MR Clean c.2010-built Earnings $/day [545055]
2008-09-26,37165.22788,
2008-10-03,34273.73036,
2008-10-10,33113.32862,
2008-10-17,31376.17842,
2008-10-24,31102.42864,
2008-10-31,29040.16251,
2008-11-07,26475.47065,
2008-11-14,27608.66045,
2008-11-21,26055.30901,
2008-11-28,24485.1103,
2008-12-05,24523.81389,
2008-12-12,24336.16728,
2008-12-19,23280.87147,
2008-12-26,23315.76312,
2009-01-02,18790.19946,17675.81566
2009-01-09,14982.40418,17182.91929
2009-01-16,12403.03326,13933.49014
2009-01-23,13444.82723,15563.80813
2009-01-30,14865.65412,17285.69463
2009-02-06,14455.11471,16320.90986
2009-02-13,14503.67437,16782.05651
2009-02-20,16064.70469,18385.49784
2009-02-27,15253.65573,16495.17601
2009-03-06,13120.22993,13555.93615
2009-03-13,12664.38871,13247.97559
2009-03-20,8366.74718,9684.67526
2009-03-27,7444.10459,8081.6423
2009-04-03,5422.77591,6512.67927
2009-04-10,3744.94272,4663.88413
2009-04-17,3367.04553,4210.36326
2009-04-24,4496.70143,5628.22193
2009-05-01,5855.29993,7291.68281
2009-05-08,6356.00929,8175.2193
2009-05-15,8325.96906,8503.09131
2009-05-22,9698.89848,9136.84263
2009-05-29,8800.97201,9153.65398
2009-06-05,6594.79546,8358.10962
2009-06-12,5040.99582,6255.17802
2009-06-19,5227.63695,6063.51377
2009-06-26,5306.09103,5802.21743
2009-07-03,5437.94754,6268.00744
2009-07-10,5373.09818,6413.01649
2009-07-17,4248.1215,5142.04216
2009-07-24,4989.20296,5481.35431
2009-07-31,5664.4975,7150.14696
2009-08-07,4706.20212,6105.06669
2009-08-14,4243.13445,5322.73312
2009-08-21,3854.51407,4974.8429
2009-08-28,4282.97659,5315.56612
2009-09-04,4977.55705,6396.66451
2009-09-11,5462.51707,7395.86093
2009-09-18,5709.36493,7404.12967
2009-09-25,7433.19932,8955.63635
2009-10-02,7343.95567,9293.03346
2009-10-09,6322.7636,7927.11709
2009-10-16,5670.02374,7247.22719
2009-10-23,4730.51683,5530.60752
2009-10-30,4691.40669,5616.18676
2009-11-06,4345.62335,5366.92314
2009-11-13,5052.38284,5901.08382
2009-11-20,5770.80687,6029.76803
2009-11-27,7525.76822,7802.14696
2009-12-04,9322.88699,10165.76017
2009-12-11,11073.21055,12185.28242
2009-12-18,12817.68675,13441.76508
2009-12-25,14182.56654,14344.9138
2010-01-01,15852.83127,16766.28012
2010-01-08,14359.09443,13462.4106
2010-01-15,15679.04716,13845.91274
2010-01-22,15829.37678,13748.69351
2010-01-29,15856.36829,13725.05792
2010-02-05,13480.29207,11446.19058
2010-02-12,13014.73165,11036.40901
2010-02-19,10517.30316,9560.82505
2010-02-26,10675.21934,9833.82271
2010-03-05,10913.87249,9737.06104
2010-03-12,11136.38802,10007.41541
2010-03-19,10348.41776,9619.22861
2010-03-26,9653.08557,9082.44441
2010-04-02,8317.89134,8153.95733
2010-04-09,7497.56533,7743.01224
2010-04-16,6641.75722,7051.91224
2010-04-23,8767.22382,7739.55529
2010-04-30,10496.06572,9650.00129
2010-05-07,11506.71175,11145.82857
2010-05-14,10854.25195,11201.89337
2010-05-21,11522.83215,12550.10569
2010-05-28,10948.21224,12265.12477
2010-06-04,8967.99151,10333.33794
2010-06-11,8499.64795,10231.59143
2010-06-18,8828.34139,9654.97083
2010-06-25,11504.60547,10333.08751
2010-07-02,14358.6792,11028.58617
2010-07-09,14971.35865,12032.22633
2010-07-16,14720.26145,11751.3831
2010-07-23,15121.98624,13139.64042
2010-07-30,15386.4042,14064.85706
2010-08-06,12592.04305,12274.73476
2010-08-13,9901.68683,11121.08624
2010-08-20,9707.33862,11286.71628
2010-08-27,10623.52521,12810.09783
2010-09-03,10158.36295,12162.22408
2010-09-10,8734.69809,10868.1459
2010-09-17,9025.88692,11293.17178
2010-09-24,8323.5066,10290.60998
2010-10-01,7308.84205,8958.74671
2010-10-08,6224.3663,7623.29956
2010-10-15,7023.64786,7861.03684
2010-10-22,7548.66866,7986.93232
2010-10-29,6548.97259,7217.79323
2010-11-05,5445.3201,6237.35798
2010-11-12,6500.51606,7400.35381
2010-11-19,9695.66653,9432.10416
2010-11-26,11391.13636,11616.15634
2010-12-03,12779.9307,11978.16183
2010-12-10,13546.10276,13370.23824
2010-12-17,12025.32952,11548.69748
2010-12-24,11002.74886,10199.14862
2010-12-31,10528.55005,9890.26275
2011-01-07,10290.14286,10589.10585
2011-01-14,9257.51627,10483.39745
2011-01-21,9264.21075,10508.05992
2011-01-28,9434.09205,10447.16068
2011-02-04,8100.47758,8793.9526
2011-02-11,7313.53545,7734.20543
2011-02-18,7552.03579,7823.45711
2011-02-25,9387.02892,7993.73553
2011-03-04,13024.36639,11237.22031
2011-03-11,13052.59079,12135.8878
2011-03-18,11630.09162,11175.46642
2011-03-25,12020.78446,11304.23337
2011-04-01,12665.59235,12210.77249
2011-04-08,11940.57788,11280.10193
2011-04-15,13301.51098,12091.2021
2011-04-22,15470.10859,14140.87307
2011-04-29,15384.3374,14271.59837
2011-05-06,15110.422,14026.10479
2011-05-13,15682.22834,14386.05926
2011-05-20,13175.46722,11968.88836
2011-05-27,11041.34986,10443.83974
2011-06-03,9083.68514,9527.66335
2011-06-10,7671.80535,8954.00535
2011-06-17,8012.49639,9703.6438
2011-06-24,9203.76279,10937.8095
2011-07-01,7949.68064,9365.65837
2011-07-08,7322.11027,8540.02315
2011-07-15,6483.31115,7599.59581
2011-07-22,6795.70232,7911.75412
2011-07-29,7143.89005,8571.13731
2011-08-05,7876.02133,9620.22846
2011-08-12,9831.43688,11847.3132
2011-08-19,9650.18542,11761.01521
2011-08-26,9826.94997,11976.44508
2011-09-02,8553.56205,10287.189
2011-09-09,7817.54283,9353.41505
2011-09-16,8007.62871,9405.09716
2011-09-23,8970.20129,10428.86857
2011-09-30,9983.04578,11359.90949
2011-10-07,10315.97931,10997.0139
2011-10-14,9954.35351,10281.43767
2011-10-21,8504.12597,8962.21628
2011-10-28,9624.96244,10556.95084
2011-11-04,8875.52148,9763.93919
2011-11-11,7514.3376,8382.17745
2011-11-18,8032.91163,8087.87747
2011-11-25,11093.74615,11221.71173
2011-12-02,10836.94378,10528.9489
2011-12-09,11872.87703,10898.98472
2011-12-16,13892.32306,11942.30638
2011-12-23,16279.90747,14432.27949
2011-12-30,16450.34949,14777.94811
2012-01-06,14928.45489,13489.84578
2012-01-13,11803.0945,10152.59895
2012-01-20,11656.00075,10167.37523
2012-01-27,9528.9042,7642.25022
2012-02-03,8218.87242,7370.51652
2012-02-10,6827.14731,6354.62511
2012-02-17,7696.77174,7896.05711
2012-02-24,9367.00963,10221.61005
2012-03-02,8559.57597,8838.49552
2012-03-09,8600.68471,8944.26401
2012-03-16,8046.712,8244.51385
2012-03-23,7958.15394,8085.07755
2012-03-30,8671.76943,9246.35162
2012-04-06,8885.07513,9856.65966
2012-04-13,9373.20267,10398.00437
2012-04-20,8325.90587,9321.48847
2012-04-27,8816.55447,9441.95553
2012-05-04,8580.11285,9289.75917
2012-05-11,10600.10378,11828.85766
2012-05-18,10629.5815,11824.66994
2012-05-25,10539.30572,11552.84621
2012-06-01,9871.50737,9939.99825
2012-06-08,9728.99352,9871.48206
2012-06-15,9026.57095,9001.92911
2012-06-22,9344.45791,9439.11769
2012-06-29,9134.25644,9105.96212
2012-07-06,7539.23397,7794.34197
2012-07-13,8038.29459,8346.19964
2012-07-20,6870.78756,6950.95305
2012-07-27,8776.42795,8876.79786
2012-08-03,8102.0199,8027.83377
2012-08-10,8104.1461,8002.74475
2012-08-17,7922.62873,8257.47943
2012-08-24,7290.70762,7799.84704
2012-08-31,6628.21788,7049.47613
2012-09-07,6631.59968,7121.93062
2012-09-14,7609.04868,7770.75099
2012-09-21,11801.27867,11773.272
2012-09-28,11102.21533,10621.62969
2012-10-05,11714.83094,11655.50535
2012-10-12,12156.65111,11505.92595
2012-10-19,13306.64143,10621.02692
2012-10-26,14741.61063,12254.27995
2012-11-02,15619.24225,15862.46774
2012-11-09,14836.33158,15419.42002
2012-11-16,14011.22804,14383.6888
2012-11-23,14815.026,15466.08165
2012-11-30,17312.25031,17300.37823
2012-12-07,16836.55743,16369.9222
2012-12-14,17799.64243,17257.57648
2012-12-21,18473.86355,18805.79084
2012-12-28,17918.64235,17817.31332
2013-01-04,17282.76243,17420.16838
2013-01-11,17708.69676,18286.98077
2013-01-18,17539.17517,18031.55307
2013-01-25,17802.05616,17832.66152
2013-02-01,18188.54678,18246.12876
2013-02-08,17254.55014,17322.75594
2013-02-15,15220.80406,14851.01077
2013-02-22,14888.88313,14788.17348
2013-03-01,14717.65486,14851.25676
2013-03-08,14799.76462,15111.20588
2013-03-15,15560.03041,15854.24072
2013-03-22,16453.53855,16891.47025
2013-03-29,17032.05558,17662.82628
2013-04-05,15202.46298,15880.97167
2013-04-12,14359.82143,15129.86425
2013-04-19,15315.60372,16768.60789
2013-04-26,14440.06578,15440.38026
2013-05-03,13420.51994,14291.32119
2013-05-10,13855.37728,15132.56141
2013-05-17,13981.79821,15275.18312
2013-05-24,12747.77626,13794.1236
2013-05-31,12173.00489,13098.08572
2013-06-07,11325.90159,12075.54084
2013-06-14,11376.74348,12750.3717
2013-06-21,11262.83697,12798.53733
2013-06-28,10965.72471,12882.32713
2013-07-05,11326.8077,13350.11066
2013-07-12,12178.35793,14558.60165
2013-07-19,13877.46698,13733.83733
2013-07-26,12793.7367,12253.70166
2013-08-02,12354.2905,12061.42469
2013-08-09,9388.8259,8860.31341
2013-08-16,8769.50722,8590.98634
2013-08-23,8680.84885,9010.47352
2013-08-30,10201.77179,11194.52364
2013-09-06,10371.07037,11702.49664
2013-09-13,9735.91288,11197.19594
2013-09-20,8736.48265,10254.042
2013-09-27,10260.97919,12286.70406
2013-10-04,8642.57258,10188.2721
2013-10-11,8217.21912,9719.43655
2013-10-18,7020.31513,8376.06054
2013-10-25,7820.70732,9221.59287
2013-11-01,8308.16331,9901.38225
2013-11-08,8713.80802,10207.9028
2013-11-15,8425.50646,9065.70164
2013-11-22,9526.63185,9658.74657
2013-11-29,11481.36467,10975.43938
2013-12-06,12408.8586,11605.3792
2013-12-13,14121.44466,13312.62432
2013-12-20,14658.12988,14010.33566
2013-12-27,13587.05069,12643.04362
2014-01-03,11988.61447,11063.32077
2014-01-10,12330.91675,11539.86265
2014-01-17,12303.97322,11108.75823
2014-01-24,11139.54352,9587.02402
2014-01-31,11046.32122,9676.31133
2014-02-07,11010.58255,10376.82122
2014-02-14,9961.75429,9852.80809
2014-02-21,10964.71958,9197.56365
2014-02-28,12861.99152,11749.23638
2014-03-07,11708.28151,10171.51457
2014-03-14,12309.542,10762.02843
2014-03-21,11366.17211,9556.14369
2014-03-28,11367.86371,10077.94672
2014-04-04,10646.67841,10204.04415
2014-04-11,9241.87831,10291.47432
2014-04-18,7535.00979,8627.98085
2014-04-25,7184.03088,8169.81856
2014-05-02,7505.52272,8751.88012
2014-05-09,7642.92567,8913.15064
2014-05-16,7148.3396,8285.21903
2014-05-23,7797.16847,9193.84471
2014-05-30,8386.64395,9215.1208
2014-06-06,8688.5949,9569.55891
2014-06-13,8034.26089,9067.37532
2014-06-20,7040.59259,7788.46398
2014-06-27,9168.97281,10016.43587
2014-07-04,8325.0685,9066.26176
2014-07-11,7401.38643,8156.58608
2014-07-18,7947.01284,8869.33205
2014-07-25,8140.23284,9181.2582
2014-08-01,7615.48434,8611.57175
2014-08-08,7294.74622,8304.00255
2014-08-15,8311.224,9625.64245
2014-08-22,8295.1222,9588.7832
2014-08-29,8262.54629,9177.0462
2014-09-05,9704.82588,11010.70256
2014-09-12,10521.82734,12343.74292
2014-09-19,10358.6129,11580.35937
2014-09-26,11178.4201,12101.41345
2014-10-03,12089.52013,13185.02003
2014-10-10,13093.80037,14528.68262
2014-10-17,15048.89326,15818.70208
2014-10-24,19532.99785,18374.14564
2014-10-31,19629.9416,17797.63776
2014-11-07,18833.60753,17993.52693
2014-11-14,19457.91876,18824.09743
2014-11-21,21925.49167,21192.75785
2014-11-28,25208.27788,24117.3195
2014-12-05,24571.16879,22992.62603
2014-12-12,26332.89217,25079.66189
2014-12-19,29312.85705,26703.40798
2014-12-26,27982.10867,25691.30413
2015-01-02,27620.49569,24964.45007
2015-01-09,24633.05295,21531.07114
2015-01-16,25105.87593,21930.69075
2015-01-23,23450.37417,20673.71395
2015-01-30,19839.24758,18454.14663
2015-02-06,18528.79266,17434.12188
2015-02-13,15932.14074,15979.24453
2015-02-20,18425.8177,16956.49885
2015-02-27,24742.96285,22333.55255
2015-03-06,23760.94191,22688.71299
2015-03-13,24218.75272,23236.21059
2015-03-20,22454.69491,22269.53483
2015-03-27,22137.95999,21967.26298
2015-04-03,22474.76371,21538.20644
2015-04-10,24184.28749,20720.12962
2015-04-17,26745.55266,20274.02407
2015-04-24,20706.04574,20099.02223
2015-05-01,18757.60272,19869.84081
2015-05-08,18075.60667,19236.1938
2015-05-15,18948.53755,20583.29574
2015-05-22,20522.08561,22184.43923
2015-05-29,21416.88919,21893.48383
2015-06-05,22989.56773,22311.44565
2015-06-12,23344.47176,22877.24536
2015-06-19,25005.31786,24842.34356
2015-06-26,26826.72224,25603.38313
2015-07-03,28270.85121,24163.45587
2015-07-10,30559.08584,26344.03618
2015-07-17,31235.22939,31338.22099
2015-07-24,25773.59499,26905.18801
2015-07-31,24485.11648,27489.90417
2015-08-07,22374.22617,25624.29215
2015-08-14,21795.63718,24814.82393
2015-08-21,22419.05564,24448.45885
2015-08-28,22439.67499,24334.63996
2015-09-04,20699.79722,22554.40833
2015-09-11,20632.77773,22052.34437
2015-09-18,20623.31073,22052.40352
2015-09-25,20085.06477,20364.73104
2015-10-02,17759.94853,17298.03039
2015-10-09,17034.60498,16575.3553
2015-10-16,14925.05171,15375.85399
2015-10-23,14886.73875,16451.24059
2015-10-30,14446.44757,16184.11666
2015-11-06,14512.2577,16240.39536
2015-11-13,18741.17425,20708.94274
2015-11-20,19088.84059,20516.73014
2015-11-27,18999.55435,20298.82556
2015-12-04,18922.80433,20094.81193
2015-12-11,19536.51645,19909.07407
2015-12-18,19104.1666,19059.89561
2015-12-25,19636.39897,19388.01918
2016-01-01,19092.68122,19250.95952
2016-01-08,18522.02579,19011.47086
2016-01-15,18388.94019,18899.40589
2016-01-22,16681.5604,16535.24444
2016-01-29,15614.52511,15436.29874
2016-02-05,14602.98006,14680.34962
2016-02-12,14593.42186,15705.51813
2016-02-19,13969.56747,15069.54271
2016-02-26,15769.5015,17405.26544
2016-03-04,14851.10568,16915.12243
2016-03-11,13519.57012,15084.47184
2016-03-18,13256.60191,15055.35741
2016-03-25,13790.02273,15913.91502
2016-04-01,13500.31362,15292.9904
2016-04-08,14029.17437,14837.78029
2016-04-15,15645.2305,14696.34954
2016-04-22,15096.58885,13969.43856
2016-04-29,14853.41492,13668.24509
2016-05-06,13036.87414,13908.71246
2016-05-13,11423.4849,13079.29409
2016-05-20,11520.2689,13548.29195
2016-05-27,10863.59962,11984.52243
2016-06-03,10834.92767,11596.91386
2016-06-10,10125.27185,10735.10284
2016-06-17,9744.62028,10404.52671
2016-06-24,9503.90386,10006.80471
2016-07-01,9623.22078,10375.99373
2016-07-08,9618.42904,10569.26191
2016-07-15,10086.15378,11426.28637
2016-07-22,10053.14892,11676.77572
2016-07-29,10162.06773,11727.78712
2016-08-05,9667.10575,10989.9826
2016-08-12,10011.80699,11643.55982
2016-08-19,8051.5284,9290.47679
2016-08-26,7963.82846,9156.6764
2016-09-02,7518.95112,8688.16617
2016-09-09,6359.37214,7643.03618
2016-09-16,7165.55477,8663.95318
2016-09-23,7194.87866,9135.05005
2016-09-30,6311.93985,7920.37502
2016-10-07,5502.24692,6843.37704
2016-10-14,5202.2396,6488.95738
2016-10-21,6661.50684,7515.00284
2016-10-28,7411.59173,7958.55725
2016-11-04,9747.25753,11301.76464
2016-11-11,7405.30194,8626.33236
2016-11-18,9056.03779,9420.9598
2016-11-25,9531.80819,9201.11543
2016-12-02,8479.39028,8336.28753
2016-12-09,8818.55987,8846.98466
2016-12-16,10449.68487,10238.99988
2016-12-23,14658.72164,13099.10844
2016-12-30,15133.16867,13093.20436
2017-01-06,14033.65498,13755.7816
2017-01-13,11000.90175,11290.80264
2017-01-20,9938.42766,10730.11238
2017-01-27,10072.3193,10891.00905
2017-02-03,9087.03587,9605.95367
2017-02-10,8003.17429,8656.76552
2017-02-17,7326.41674,8234.24544
2017-02-24,8335.43213,9150.38399
2017-03-03,9069.53264,9889.17676
2017-03-10,10324.11512,10645.07301
2017-03-17,12695.96794,12033.74357
2017-03-24,16539.65264,14058.28152
2017-03-31,14180.67507,14161.94538
2017-04-07,11262.7844,12253.36335
2017-04-14,10757.87589,10425.35983
2017-04-21,11969.73942,10396.28235
2017-04-28,9987.59832,9676.53532
2017-05-05,8292.39238,8103.62155
2017-05-12,7543.98594,8083.64906
2017-05-19,7023.44456,7946.46451
2017-05-26,7600.08322,8547.02407
2017-06-02,8595.54395,9942.40249
2017-06-09,8275.55951,9869.66225
2017-06-16,8027.48569,9284.31251
2017-06-23,9297.05315,10466.43454
2017-06-30,8654.41891,9909.86652
2017-07-07,8140.48246,9243.9948
2017-07-14,8002.47044,9490.82784
2017-07-21,7374.13583,8929.43911
2017-07-28,6748.81873,8256.34565
2017-08-04,6740.22741,8461.31502
2017-08-11,7326.83923,9253.11718
2017-08-18,8130.79868,10542.81899
2017-08-25,7980.85905,10350.57469
2017-09-01,11600.78118,15057.96824
2017-09-08,8084.9781,9579.06893
2017-09-15,7434.16802,8455.91918
2017-09-22,11273.56521,11121.98499
2017-09-29,11200.60045,10774.83204
2017-10-06,10405.12599,10280.38729
2017-10-13,8293.09063,8470.31595
2017-10-20,6983.86223,8036.90144
2017-10-27,7291.32352,8909.20954
2017-11-03,7211.79935,8895.68719
2017-11-10,7513.89478,9501.12487
2017-11-17,9529.39833,11080.76021
2017-11-24,10178.9157,10976.41683
2017-12-01,11083.53633,11283.12544
2017-12-08,11586.84961,12005.98682
2017-12-15,12162.1394,12310.84403
2017-12-22,12040.40769,11225.30194
2017-12-29,12040.47323,10936.24745
2018-01-05,11582.17522,10579.20845
2018-01-12,10267.5727,9661.24526
2018-01-19,9492.95935,9119.95848
2018-01-26,9247.626,8538.47006
2018-02-02,7857.38186,7447.53243
2018-02-09,9697.90729,10205.72752
2018-02-16,9678.59659,10264.4929
2018-02-23,9541.62063,10542.01979
2018-03-02,10313.62551,11496.51292
2018-03-09,9659.77267,10346.84512
2018-03-16,8783.93588,9701.15934
2018-03-23,9820.83001,10842.84397
2018-03-30,9750.34095,10589.8097
2018-04-06,7997.60606,8721.7392
2018-04-13,8583.76472,10064.07675
2018-04-20,8755.31665,10335.88182
2018-04-27,8484.02193,9559.43549
2018-05-04,8316.96136,9455.5337
2018-05-11,7414.98972,8208.37226
2018-05-18,6268.27464,6931.52102
2018-05-25,7577.21724,8798.27008
2018-06-01,6555.74042,7252.73446
2018-06-08,6227.87434,6937.07099
2018-06-15,4971.0084,5416.96696
2018-06-22,5110.25204,5542.17626
2018-06-29,4882.95771,5536.74843
2018-07-06,5787.13258,6837.71118
2018-07-13,6107.99201,7185.30761
2018-07-20,6413.50631,7733.68134
2018-07-27,6104.10978,7452.89248
2018-08-03,4910.23763,6149.38053
2018-08-10,5101.7877,6367.35735
2018-08-17,5100.6596,6303.5084
2018-08-24,4763.90289,5917.172
2018-08-31,4816.57553,6310.98966
2018-09-07,5785.94697,7400.84188
2018-09-14,4094.17514,5196.53643
2018-09-21,4341.41805,4719.01895
2018-09-28,3996.27404,4103.60044
2018-10-05,5304.8107,5136.61664
2018-10-12,5696.42488,5153.53097
2018-10-19,6075.42946,5718.36653
2018-10-26,5975.89838,6167.94376
2018-11-02,6075.17299,6321.64666
2018-11-09,7945.03801,8360.05957
2018-11-16,9936.62003,10249.2303
2018-11-23,11191.47032,11076.84381
2018-11-30,14435.84299,14193.48108
2018-12-07,17843.45518,17930.28302
2018-12-14,20094.77781,19644.72591
2018-12-21,17698.20951,16424.02171
2018-12-28,16344.74492,14834.89092
2019-01-04,18248.4975,17244.55027
2019-01-11,16477.49936,15917.2697
2019-01-18,14341.40128,14284.41134
2019-01-25,14273.21277,14835.25828
2019-02-01,12693.30167,12189.70701
2019-02-08,11988.23102,11847.58135
2019-02-15,12756.83998,13134.99975
2019-02-22,13075.63298,12445.05073
2019-03-01,11453.94828,10520.59122
2019-03-08,10884.08255,11226.55864
2019-03-15,11763.00258,12498.21947
2019-03-22,15353.34299,15056.848
2019-03-29,18398.37735,14986.62262
2019-04-05,14914.62002,13479.07438
2019-04-12,12274.31664,11417.96432
2019-04-19,10560.77497,10429.68152
2019-04-26,10326.80365,11037.31431
2019-05-03,8712.31928,9361.70669
2019-05-10,10560.64154,10998.9923
2019-05-17,10631.79783,9920.58697
2019-05-24,12029.42155,11461.53727
2019-05-31,12306.13861,12165.86001
2019-06-07,11307.91021,11723.17384
2019-06-14,9985.59688,10232.00545
2019-06-21,12281.88417,13189.12313
2019-06-28,11319.88072,12035.42498
2019-07-05,12108.06901,11192.19295
2019-07-12,9964.02395,7952.26366
2019-07-19,8667.63746,7677.96676
2019-07-26,8774.07816,9018.4993
2019-08-02,8012.66011,8820.44666
2019-08-09,10143.48085,11731.148
2019-08-16,9259.44578,11231.70905
2019-08-23,9614.13858,12047.90076
2019-08-30,9566.49797,11835.82099
2019-09-06,9444.43089,11453.51312
2019-09-13,8676.37976,10510.31658
2019-09-20,7040.63711,8893.0979
2019-09-27,6842.32994,8216.58502
2019-10-04,9538.6694,10792.4181
2019-10-11,14756.88491,15458.66295
2019-10-18,22311.40514,23544.39065
2019-10-25,18821.76575,19305.66038
2019-11-01,17562.62524,18423.65212
2019-11-08,16749.55453,17335.19243
2019-11-15,18158.10299,18274.03402
2019-11-22,26549.18056,23182.28874
2019-11-29,27726.99824,22383.88906
2019-12-06,22550.38908,20509.08309
2019-12-13,27166.05399,23423.29537
2019-12-20,27848.83062,24017.41758
2019-12-27,28381.902,23632.94128
2020-01-03,20016.48407,15601.59193
2020-01-10,18948.47117,17515.53782
2020-01-17,19822.18895,20995.5128
2020-01-24,17112.29856,21757.17031
2020-01-31,14667.00595,17292.80365
2020-02-07,12307.87451,12530.57364
2020-02-14,13657.32305,13357.8312
2020-02-21,15859.40964,14780.5075
2020-02-28,16998.51367,17683.70576
2020-03-06,20962.27532,20371.45433
2020-03-13,27361.75429,23816.54022
2020-03-20,30137.13937,24952.98714
2020-03-27,29561.54724,24048.40754
2020-04-03,32749.53696,25081.7659
2020-04-10,29128.71414,20971.41253
2020-04-17,39550.72385,29119.87193
2020-04-24,94522.75011,74080.8945
2020-05-01,77895.20844,53966.23335
2020-05-08,62671.41827,44427.46456
2020-05-15,25859.4597,20304.51393
2020-05-22,20379.73011,16804.23177
2020-05-29,19710.6144,18315.13205
2020-06-05,13816.23897,14672.26788
2020-06-12,11736.9151,10896.21714
2020-06-19,9845.97321,9669.71665
2020-06-26,9577.77092,8630.99436
2020-07-03,7817.9048,7326.61121
2020-07-10,5640.30751,5955.14987
2020-07-17,7308.65072,9578.91711
2020-07-24,9094.86646,12067.58243
2020-07-31,8970.11592,11872.60282
2020-08-07,7643.54766,10047.77693
2020-08-14,9772.59965,10112.11216
2020-08-21,11407.71525,11355.40434
2020-08-28,11547.37776,10517.09514
2020-09-04,9720.77516,7718.86131
2020-09-11,9715.60266,7569.10571
2020-09-18,7164.04544,5962.50744
2020-09-25,7468.30983,7728.29554
2020-10-02,7125.00299,7790.95431
2020-10-09,7086.37224,6961.9686
2020-10-16,5956.27935,6216.38387
2020-10-23,5042.65273,5178.1515
2020-10-30,4853.45604,4844.0467
2020-11-06,4501.10079,4125.05684
2020-11-13,5189.17135,4220.2411
2020-11-20,7462.57766,6742.31034
2020-11-27,6196.6245,6002.73979
2020-12-04,6589.38187,6699.7455
2020-12-11,9348.46692,8188.36816
2020-12-18,9598.32446,7219.31105
2020-12-25,9440.10196,9425.06729
2021-01-01,6589.2675,6804.03964
2021-01-08,5434.89194,6319.65878
2021-01-15,5907.43318,6889.13276
2021-01-22,6485.3453,6431.318
2021-01-29,5770.77325,6139.29777
2021-02-05,4147.03857,4706.73128
2021-02-12,3984.27464,4070.50824
2021-02-19,5768.62252,5257.63587
2021-02-26,5229.56125,4728.13242
2021-03-05,4923.12255,5533.64869
2021-03-12,7330.89211,8033.71328
2021-03-19,8580.10004,8571.93258
2021-03-26,12095.94748,8924.92282
2021-04-02,11964.24706,9289.07551
2021-04-09,10250.58205,8557.71864
2021-04-16,8243.45145,6917.30755
2021-04-23,6183.2598,5247.83594
2021-04-30,5048.35723,4918.74677
2021-05-07,6188.32537,8039.28797
2021-05-14,8521.03934,10554.87671
2021-05-21,7642.402,7736.04248
2021-05-28,6942.28941,7197.88824
2021-06-04,5541.18178,6107.12659
2021-06-11,5022.00051,5834.72159
2021-06-18,4223.10409,5157.27023
2021-06-25,3372.44081,3876.72527
2021-07-02,3689.86891,4651.59178
2021-07-09,2932.4772,3369.90262
2021-07-16,3564.83762,3185.07824
2021-07-23,3669.74082,3653.67781
2021-07-30,4472.42866,5413.76554
2021-08-06,7237.17203,8023.87924
2021-08-13,8772.55613,8211.22889
2021-08-20,7964.11998,7583.61063
2021-08-27,8394.82786,7938.96965
2021-09-03,8720.42486,8090.36212
2021-09-10,6458.81098,6067.47179
2021-09-17,5632.94279,4729.68004
2021-09-24,5629.89276,4600.38678
2021-10-01,5988.60719,5688.12317
2021-10-08,4362.52057,4102.44043
2021-10-15,5517.49552,4298.42436
2021-10-22,5930.19715,4780.08032
2021-10-29,7287.96002,7172.23634
2021-11-05,7778.04151,7756.78851
2021-11-12,8123.93413,7465.89152
2021-11-19,7568.29838,6995.83073
2021-11-26,7541.82418,7149.01002
2021-12-03,9188.46618,8758.97815
2021-12-10,15012.28687,12557.49939
2021-12-17,15009.39272,12368.68481
2021-12-24,14101.26094,10925.48276
2021-12-31,11875.47545,9838.39043
2022-01-07,12562.1827,7914.74386
2022-01-14,10457.867,7795.23162
2022-01-21,8485.46624,6501.23333
2022-01-28,7561.38965,5077.60978
2022-02-04,8489.73441,6291.37884
2022-02-11,9192.72485,6836.14535
2022-02-18,11951.73797,9802.56605
2022-02-25,13114.33797,10027.7829
2022-03-04,18515.445,12246.65646
2022-03-11,23323.60458,15876.49082
2022-03-18,22953.43003,15876.62971
2022-03-25,18995.18374,12737.51243
2022-04-01,22185.5336,18979.09694
2022-04-08,29246.37817,33857.56136
2022-04-15,28709.63127,28182.4556
2022-04-22,26022.50271,19736.04721
2022-04-29,39384.55854,33484.98474
2022-05-06,46685.64975,38302.43008
2022-05-13,44501.34951,32499.10538
2022-05-20,47027.3467,39737.18062
2022-05-27,43375.30179,35868.80123
2022-06-03,40333.87745,32626.58609
2022-06-10,45097.83178,37984.84144
2022-06-17,56196.33854,44365.94029
2022-06-24,57112.38468,43072.09677
2022-07-01,51652.54579,44185.01105
2022-07-08,48436.1016,39600.90318
2022-07-15,43608.2376,37413.9505
2022-07-22,44299.17547,39401.88602
2022-07-29,50390.84778,48730.40555
2022-08-05,48845.2802,48275.40925
2022-08-12,40523.3276,32153.46927
2022-08-19,36824.2342,28381.81029
2022-08-26,37726.91861,28863.97382
2022-09-02,40177.42207,35015.62485
2022-09-09,46878.88499,44506.16776
2022-09-16,45087.61504,42938.39125
2022-09-23,47156.88172,46991.58444
2022-09-30,42154.06575,41835.79863
2022-10-07,33240.61437,29384.56338
2022-10-14,37230.15994,34336.28008
2022-10-21,37635.18011,33947.52956
2022-10-28,37034.26744,32897.23273
2022-11-04,36901.79408,34031.68615
2022-11-11,38006.48974,32046.76071
