Date,Average Earnings All Tankers $/day [51116],Average Weighted Crude Tanker Earnings $/day [546177],Average Suezmax c.2010-built Earnings $/day [531088]
2020-12-11,6971.59627,9785.40216,7623.26724
2020-12-18,7160.19678,10234.51682,6377.10003
2020-12-25,7758.32072,11238.34815,5421.77994
2021-01-01,6175.70754,9220.789,5008.53355
2021-01-08,4448.26834,6467.65184,3108.94357
2021-01-15,3617.87039,3995.14926,2835.37473
2021-01-22,5724.65804,5504.58257,8378.37171
2021-01-29,6264.67401,7141.79434,12536.17747
2021-02-05,4280.86925,5360.11124,9137.67148
2021-02-12,4230.55916,5153.6465,9236.17721
2021-02-19,7468.82001,9233.2585,9056.30484
2021-02-26,7780.23245,9753.11746,9724.66413
2021-03-05,6487.50291,8592.93967,10423.07451
2021-03-12,7597.48598,10578.72122,9407.7786
2021-03-19,9723.26108,11991.27303,12428.53711
2021-03-26,12834.62097,14890.04352,18006.75047
2021-04-02,11301.58275,12102.37071,13064.24717
2021-04-09,8129.13338,7847.1793,9820.54724
2021-04-16,7147.00688,5205.10988,7767.59092
2021-04-23,7001.88608,6632.88166,7826.56861
2021-04-30,7171.72198,7243.63037,5878.16191
2021-05-07,5994.4944,5097.37129,4010.90518
2021-05-14,6751.79885,4760.51824,2944.77145
2021-05-21,6799.80075,6268.45314,3157.17806
2021-05-28,6179.96337,5786.76654,2806.37109
2021-06-04,4122.99211,3192.73994,1349.78564
2021-06-11,3528.86676,2860.34611,1933.25679
2021-06-18,3143.48497,2767.34235,2484.21691
2021-06-25,4201.02931,5636.56318,4252.41882
2021-07-02,3341.59446,2547.07288,3168.33785
2021-07-09,2793.54013,2793.85296,3209.75869
2021-07-16,2730.96089,2776.64095,3206.7487
2021-07-23,3196.01156,3646.58902,3894.67197
2021-07-30,2749.15772,2583.61766,2877.91099
2021-08-06,3540.84175,2568.6448,2562.97328
2021-08-13,3720.98905,3047.47239,3775.22073
2021-08-20,4241.89593,4432.50922,6481.65671
2021-08-27,4054.38439,4258.33612,6858.0662
2021-09-03,4423.98851,3863.24428,5892.57893
2021-09-10,4018.76201,3426.95928,5290.7246
2021-09-17,3411.42518,3123.46487,3597.56671
2021-09-24,3893.45039,3855.055,3876.51271
2021-10-01,4937.47235,5208.46433,4443.82636
2021-10-08,5307.47095,7141.31623,8929.49157
2021-10-15,6896.44,8463.9556,11107.18509
2021-10-22,8056.97679,10219.66476,14861.86852
2021-10-29,9463.224,12819.35223,15824.23714
2021-11-05,9220.98872,12266.5111,14857.07853
2021-11-12,9513.58462,11002.0211,11602.05963
2021-11-19,8406.82979,8460.68811,7429.04678
2021-11-26,6967.55983,5348.09389,5124.425
2021-12-03,9200.54118,8253.71513,8292.98383
2021-12-10,14144.5641,9628.65593,14453.65575
2021-12-17,13815.51369,10811.42746,12519.03703
2021-12-24,12606.13608,9915.02243,10266.14169
2021-12-31,10551.5968,7926.72266,7951.46474
2022-01-07,8984.43986,9713.37893,5378.82555
2022-01-14,7058.69743,8268.15357,4238.22465
2022-01-21,5728.48284,7824.61316,6163.31947
2022-01-28,6198.24899,7715.64947,8498.66255
2022-02-04,5780.15982,5816.42665,6025.22278
2022-02-11,5814.48412,4823.54934,4692.81223
2022-02-18,8301.75173,4962.8028,4079.12281
2022-02-25,27444.80266,39675.04433,41088.1243
2022-03-04,32517.11535,46907.10496,44225.91683
2022-03-11,24804.90791,33230.71145,31175.75435
2022-03-18,21210.12114,24485.76062,25075.99533
2022-03-25,15517.00292,18902.55543,19349.3336
2022-04-01,27910.95379,38348.7546,45991.02884
2022-04-08,42874.54317,59952.31236,70156.34112
2022-04-15,43036.52472,55854.64376,63023.61666
2022-04-22,33803.63596,43165.25909,47557.75019
2022-04-29,26003.80854,25611.15571,24258.18366
2022-05-06,22992.33739,17448.79503,15738.08476
2022-05-13,21827.27652,17110.40134,15768.10917
2022-05-20,23326.25842,15257.89522,16410.27227
2022-05-27,25251.92574,17351.38647,22398.82325
2022-06-03,22045.12358,14179.71401,16896.08051
2022-06-10,19997.9439,12092.50439,13675.36525
2022-06-17,28060.02997,18797.16716,24124.27985
2022-06-24,31999.22899,23619.80739,25196.92926
2022-07-01,31859.02421,24779.03441,24394.04487
2022-07-08,33287.01808,30980.03508,26888.76257
2022-07-15,36072.05651,39192.26677,40352.83474
2022-07-22,40685.38536,48275.56225,56514.54643
2022-07-29,42666.10922,44668.79644,55201.70995
2022-08-05,41936.31506,44360.37454,45685.80744
2022-08-12,42262.27814,46796.24401,44786.87484
2022-08-19,43370.64188,54606.18343,47795.75326
2022-08-26,41853.52045,55105.84673,51256.28826
2022-09-02,40597.8249,51443.60735,47972.44505
2022-09-09,42816.59573,52786.60609,46768.86476
2022-09-16,46753.33647,62271.1165,52387.57395
2022-09-23,49567.79474,63446.11239,53750.17
2022-09-30,48785.97398,58875.28729,53276.64831
2022-10-07,45027.47802,57837.9737,48577.85778
2022-10-14,50741.40521,67370.79878,65200.06939
2022-10-21,56936.35243,79794.54169,68595.57392
2022-10-28,57654.97617,80071.36225,79924.4669
2022-11-04,58553.3044,83238.36014,76617.6464
2022-11-11,63415.79714,88490.54088,80431.59257
2022-11-18,79677.71959,112860.61831,105335.75166
2022-11-25,90796.03088,115739.06552,112627.0888
2022-12-02,81040.13095,92805.20444,95111.11127
2022-12-09,78352.37186,88012.60212,94382.82152
2022-12-16,76186.33736,87163.43388,89338.70047
2022-12-23,66385.67082,71217.76612,71331.8954
2022-12-30,59798.45979,63728.76556,69178.04774
2023-01-06,49359.54813,57957.10383,55586.97208
2023-01-13,49998.08099,63138.41788,75283.15132
2023-01-20,47952.25282,62068.45525,72745.16966
2023-01-27,44342.90197,58762.35875,68066.14483
2023-02-03,43414.34574,55277.25958,58179.87595
2023-02-10,50224.63512,57495.76602,57429.72744
2023-02-17,54623.14852,63964.37116,67018.84181
2023-02-24,56263.67976,68944.36413,72916.89899
2023-03-03,58776.5067,77092.17896,77892.67364
2023-03-10,64670.60232,85985.26069,70378.6789
2023-03-17,71103.87691,92156.0433,82087.27063
2023-03-24,76974.87133,95677.5747,84940.99343
2023-03-31,70660.88398,82164.7883,79312.55907
2023-04-07,59664.38512,69770.53631,72280.3193
2023-04-14,54230.5537,63750.23841,61175.80412
2023-04-21,48846.0993,55226.72587,51635.07944
2023-04-28,37531.21381,48003.55016,45946.75337
2023-05-05,36203.73104,46521.61132,49404.3071
2023-05-12,42925.63376,55984.65882,63934.19
2023-05-19,46457.31894,63719.37777,72435.99572
2023-05-26,43826.42166,56251.28766,60671.057
2023-06-02,38738.23893,48745.39824,54428.88717
2023-06-09,36307.72536,47846.54552,46034.48338
2023-06-16,45186.33214,67798.00257,53265.50574
2023-06-23,37558.82163,50553.10078,55826.25031
2023-06-30,36905.59063,48480.30449,49236.4109
2023-07-07,34567.81978,43342.65717,41045.80869
2023-07-14,31884.85008,43771.45054,42548.3875
2023-07-21,32775.96588,42788.00964,39130.85442
2023-07-28,28690.20952,36550.91554,32248.72262
2023-08-04,24541.83493,30516.81101,27543.23604
2023-08-11,24137.5375,29875.80997,26982.44746
2023-08-18,26551.02203,28831.25901,26481.58373
2023-08-25,28194.89361,30317.96309,28679.01171
2023-09-01,25463.81287,23910.32898,23224.90542
2023-09-08,21483.24349,20847.19574,22153.47411
2023-09-15,22440.85717,20292.21026,23118.39127
2023-09-22,25822.58187,26849.34356,22438.42628
2023-09-29,22819.11775,26109.18037,22693.33392
2023-10-06,22928.98766,25986.42348,27756.59219
2023-10-13,33758.25722,46289.48647,43672.63596
2023-10-20,38624.25235,57097.33278,58887.5669
2023-10-27,46230.57858,68425.13451,73633.86268
2023-11-03,52220.8529,79169.39275,83224.18651
2023-11-10,48976.11437,70105.69524,62647.42644
2023-11-17,48515.41455,66604.63777,57251.02731
2023-11-24,45768.65412,58880.82393,55091.64186
2023-12-01,44527.52126,57376.74573,55140.91073
2023-12-08,45764.12134,55142.44219,55597.652
2023-12-15,41443.3598,47853.74594,53550.3189
2023-12-22,44066.27023,53821.42355,59836.72662
2023-12-29,42382.56294,52032.93826,58233.77597
2024-01-05,38540.026,53636.99341,60306.93514
2024-01-12,45122.26065,65368.76645,63144.5167
2024-01-19,47657.42621,64408.92804,66017.32273
2024-01-26,47780.57324,56550.71831,55379.71097
2024-02-02,44910.55738,51705.99466,57083.0292
2024-02-09,45380.88619,54608.70694,57291.59853
2024-02-16,49006.4376,64388.50471,53221.97319
2024-02-23,43297.09304,50649.83993,45794.28485
2024-03-01,39863.52574,44608.96622,46792.75091
2024-03-08,42336.32795,49997.85095,48104.20081
2024-03-15,44145.68229,53124.67615,46490.6119
2024-03-22,40591.64021,48450.39161,44844.4148
2024-03-29,38335.82657,46276.05224,45005.98245
2024-04-05,35979.63332,45097.62624,44757.84669
2024-04-12,37567.53356,51584.48826,56087.54616
2024-04-19,36520.6871,46185.07803,46904.60337
2024-04-26,34772.4168,44791.92844,45648.5919
2024-05-03,36882.63768,48539.99391,45954.38237
2024-05-10,39546.41049,51769.56521,49180.53888
2024-05-17,38710.42342,51280.44039,45477.31583
2024-05-24,40468.77813,54299.28589,54979.43416
2024-05-31,41473.74192,51666.19225,56338.59939
2024-06-07,38369.09657,48943.97643,53675.84001
2024-06-14,34401.17796,46612.44323,53667.88055
2024-06-21,32997.01336,43930.30065,51294.98187
2024-06-28,32805.40652,41029.61753,49463.19374
2024-07-05,29402.42219,37728.55153,46000.96961
2024-07-12,29823.79806,36926.5491,44463.95492
2024-07-19,30035.19237,37604.74555,41117.19459
2024-07-26,29912.83053,36415.19452,37443.99291
2024-08-02,24662.80475,30954.7785,31615.19238
2024-08-09,21527.07411,29032.99257,29634.64974
2024-08-16,22804.20023,33403.85162,29015.91629
2024-08-23,23518.64711,32446.40515,32759.36369
2024-08-30,20400.41843,28682.28475,33638.22948
2024-09-06,19638.47535,29071.90034,30790.23563
2024-09-13,22404.75444,32897.44132,32155.76253
2024-09-20,23246.20204,35496.87621,36424.24064
2024-09-27,19800.63068,32067.27093,34086.45613
2024-10-04,27815.2622,46533.00651,50224.85491
2024-10-11,26914.36113,41936.17633,45316.04091
2024-10-18,28870.64527,44598.27138,48979.85848
2024-10-25,27232.06207,42772.98838,46388.51776
2024-11-01,25515.90089,38233.22147,44795.23708
2024-11-08,21957.20896,33712.88516,38807.36236
2024-11-15,20763.85248,32831.05423,33391.11671
2024-11-22,25167.50721,35726.17631,36647.45719
2024-11-29,24449.90828,32487.36005,37199.92006
2024-12-06,26670.94506,35956.86534,41397.87366
2024-12-13,25771.50966,32341.16376,39234.9406
2024-12-20,25163.65863,32958.35806,35933.57972
2024-12-27,24557.37042,32636.23422,35922.67952
2025-01-03,19507.86935,26837.28191,27591.60562
2025-01-10,18803.34348,27559.73348,25151.86622
2025-01-17,27459.96294,42914.25185,37308.22394
2025-01-24,22399.62605,30817.88564,30540.46367
2025-01-31,22871.99125,35077.97635,33079.78403
2025-02-07,27305.89358,40846.27185,40103.11448
2025-02-14,26009.85747,40188.60219,45197.91314
2025-02-21,27317.69559,39843.20211,43802.24927
2025-02-28,25661.01182,37685.82018,40588.96225
2025-03-07,26299.53077,37164.509,41677.60487
2025-03-14,28568.23326,40004.01863,51524.255
2025-03-21,32663.90406,43269.6462,50426.86099
2025-03-28,35183.05231,49434.04682,53349.94927
2025-04-04,32245.3028,47772.65246,49894.58955
2025-04-11,35319.49476,50368.56953,55364.67916
2025-04-18,36793.94949,54051.50888,56919.64535
2025-04-25,36416.54755,55859.06927,58839.14624
2025-05-02,32929.07403,51270.87849,52313.39324
2025-05-09,28447.4489,43269.49101,44280.37349
2025-05-16,27835.98355,41597.90569,39963.36345
2025-05-23,27451.40146,38028.18753,35975.84315
2025-05-30,25680.68638,34027.90227,32885.41276
2025-06-06,23863.81781,33393.13111,37223.45796
2025-06-13,23641.8806,34131.66883,29539.5618
2025-06-20,30823.63047,47518.69188,43203.94361
2025-06-27,27785.62089,37881.77185,40205.7096
2025-07-04,23492.75487,33458.20532,35557.3652
2025-07-11,22266.93097,33108.46857,32286.1707
2025-07-18,24892.47675,36156.29748,38468.79305
2025-07-25,23060.63523,30911.08696,34390.2019
2025-08-01,25605.34377,35239.492,39404.0035
2025-08-08,30609.42339,43979.896,53011.22935
2025-08-15,29105.71586,44324.0047,51865.01401
2025-08-22,33451.67615,51049.65434,59562.68326
2025-08-29,33112.77987,49221.06998,58370.11604
2025-09-05,32838.23548,53170.73749,56436.06956
2025-09-12,36805.56548,62458.79016,57352.34041
2025-09-19,39481.30107,67716.23748,58515.94477
2025-09-26,38968.02992,64910.92353,57910.53348
2025-10-03,34679.27431,55926.21613,55089.06885
2025-10-10,37433.10625,63300.68574,55145.97163
2025-10-17,43521.32444,72352.5326,68874.96734
2025-10-24,43432.08133,70726.48201,65723.64247
2025-10-31,51988.31392,91005.29899,78149.34116
2025-11-07,51323.41311,86178.73682,84657.70502
2025-11-14,56674.73178,96847.66411,87967.69322
2025-11-21,58083.25771,97227.54114,85785.82302
2025-11-28,58350.23488,95341.65871,84486.3498
2025-12-05,54106.37597,89757.52889,74570.43242
2025-12-12,53394.46286,89083.36725,71888.20695
2025-12-19,54047.9702,86374.3478,78106.72684
2025-12-26,48652.38875,73204.21353,81522.98559
2026-01-02,39418.32456,56980.01806,72021.32719
2026-01-09,41979.77285,65327.2923,69254.25386
2026-01-16,60810.23659,101487.032,107269.39861
2026-01-23,61462.20874,97492.42288,91885.85733
2026-01-30,67511.12342,105482.61481,93174.99822
2026-02-06,69149.20596,103499.29451,90777.47023
2026-02-13,66524.95436,103706.2231,90436.35265
2026-02-20,72075.73638,115756.89774,94687.32801
2026-02-27,87624.41232,150830.04098,136042.93707
2026-03-06,165613.51395,289624.69164,302499.3208
2026-03-13,106455.97997,177697.6094,221932.67131
2026-03-20,129234.88334,218234.70377,234744.43206
2026-03-27,166520.70364,265220.89564,325991.26331
2026-04-03,160309.43572,251950.70533,296668.15906
2026-04-10,148306.53843,228877.70209,229266.24836
2026-04-17,112144.09464,167782.8662,149320.04353
2026-04-24,94418.38654,128402.94197,140868.10207
2026-05-01,89188.25047,124066.40039,134344.90105
2026-05-08,80165.04762,118376.38018,133032.31162
2026-05-15,66255.40046,102028.87895,115559.71651
2026-05-22,60368.51052,95091.64878,106910.31276
2026-05-29,53795.07299,83609.26683,98734.68686
2026-06-05,51471.47321,85705.12664,85652.79638
2026-06-12,49625.70312,84844.13253,89194.19589
2026-06-19,67801.56211,125834.7681,107668.84806
2026-06-26,67959.32925,124637.37738,148880.32467
2026-07-03,64950.52749,114154.51144,155111.54379
2026-07-10,68012.17928,121378.71223,141824.55765
2026-07-17,71906.05867,128471.43387,142587.17895
2026-07-24,81461.70695,147190.01989,160584.34143
2026-07-31,88328.9029,156224.11336,170036.55124
2026-08-07,86390.04483,154669.55817,177736.47594
2026-08-14,88405.4308,160526.86637,200927.38269
2026-08-21,106062.09315,197210.70472,232053.84344
2026-08-28,91697.85667,169551.46981,164623.54568
2026-09-04,96443.67446,184617.38053,170217.29942
2026-09-11,167480.63517,328609.79872,335924.89573
