Date,Average Earnings All Tankers $/day [51116],Average Weighted Crude Tanker Earnings $/day [546177],Average Suezmax c.2010-built Earnings $/day [531088]
1990-01-05,25048.96728,28171.24644,
1990-01-12,25047.3789,27437.92565,
1990-01-19,23925.21261,25311.74709,
1990-01-26,19054.75128,20210.90245,
1990-02-02,18372.85943,19479.53422,
1990-02-09,17078.58909,19452.25833,
1990-02-16,19247.99992,22404.73352,
1990-02-23,19314.96777,23045.13062,
1990-03-02,19356.92114,22653.39375,
1990-03-09,20782.78045,25577.37589,
1990-03-16,21748.90898,28176.2317,
1990-03-23,23408.64992,27282.1632,
1990-03-30,23821.52654,28635.94889,
1990-04-06,22649.2229,26095.49691,
1990-04-13,21437.93779,24496.31846,
1990-04-20,19917.46726,22223.1242,
1990-04-27,17276.03035,19943.47541,
1990-05-04,16021.8363,18270.27885,
1990-05-11,17274.56723,19864.25675,
1990-05-18,18744.76331,22031.94971,
1990-05-25,18014.68118,20641.63427,
1990-06-01,17985.7884,20236.41229,
1990-06-08,17389.56162,19311.28442,
1990-06-15,16453.56266,18443.99023,
1990-06-22,16666.83599,19022.79402,
1990-06-29,18098.98946,20630.18497,
1990-07-06,17656.89879,20230.13434,
1990-07-13,17848.16716,20778.88114,
1990-07-20,19159.86859,22329.88631,
1990-07-27,19370.70232,22640.926,
1990-08-03,18186.17183,20985.59786,
1990-08-10,15927.8379,18058.18095,
1990-08-17,14965.32669,17123.7391,
1990-08-24,12651.74295,14219.0595,
1990-08-31,13844.57883,15617.47075,
1990-09-07,15450.8574,17682.28345,
1990-09-14,17648.8781,20324.18759,
1990-09-21,16832.0414,18536.82245,
1990-09-28,16410.28011,17167.22039,
1990-10-05,15779.97516,16577.16549,
1990-10-12,15293.86079,16210.71065,
1990-10-19,15807.15311,16185.3776,
1990-10-26,16240.12638,15866.2847,
1990-11-02,16283.16522,17400.79823,
1990-11-09,17868.12239,19592.31306,
1990-11-16,18507.39587,20961.18351,
1990-11-23,18193.6668,20748.14053,
1990-11-30,21718.24432,23938.03689,
1990-12-07,22243.51301,24707.00412,
1990-12-14,22819.70501,26995.15565,
1990-12-21,24232.58414,29662.54504,
1990-12-28,24198.68617,30314.33805,
1991-01-04,23280.72671,28963.29956,
1991-01-11,23277.47028,30519.72504,
1991-01-18,22322.1656,29141.22033,
1991-01-25,28912.3655,35840.57522,
1991-02-01,32191.7753,38414.03514,
1991-02-08,34905.63428,43153.19252,
1991-02-15,38653.22227,48056.48976,
1991-02-22,37841.63195,45804.81664,
1991-03-01,29523.86776,34379.55126,
1991-03-08,25931.92983,29111.75324,
1991-03-15,25901.67432,28947.87231,
1991-03-22,23682.22667,26161.08045,
1991-03-29,22461.41777,24152.25534,
1991-04-05,21706.36703,23534.79882,
1991-04-12,19438.89259,20611.53551,
1991-04-19,16375.05341,17363.67272,
1991-04-26,18178.3032,19265.99539,
1991-05-03,20343.29178,22887.87648,
1991-05-10,23827.36229,27139.00333,
1991-05-17,27522.6966,33747.68215,
1991-05-24,27881.09158,34711.32008,
1991-05-31,27079.23854,33439.44692,
1991-06-07,26740.75195,33025.32068,
1991-06-14,27857.48495,35785.66474,
1991-06-21,28061.84225,35385.64534,
1991-06-28,26397.14874,31155.74412,
1991-07-05,21274.99282,25707.93677,
1991-07-12,19665.57916,23775.27693,
1991-07-19,20785.49782,25404.06117,
1991-07-26,22164.32566,27647.76725,
1991-08-02,21048.23024,25422.23764,
1991-08-09,20042.48656,23996.78716,
1991-08-16,20084.60879,24197.64872,
1991-08-23,19027.6956,24091.98264,
1991-08-30,18926.90457,23086.26526,
1991-09-06,17480.2005,20980.73959,
1991-09-13,17021.303,20524.25745,
1991-09-20,16045.08239,18814.05766,
1991-09-27,18357.98153,22123.52308,
1991-10-04,17921.17911,22448.59897,
1991-10-11,17286.98655,20956.05207,
1991-10-18,18667.95101,21903.82244,
1991-10-25,19379.77436,22907.35709,
1991-11-01,19919.79548,22936.955,
1991-11-08,19417.50063,22716.66566,
1991-11-15,17470.0464,20701.76487,
1991-11-22,16929.34597,20076.88891,
1991-11-29,16489.88729,19389.14929,
1991-12-06,15574.57726,18177.843,
1991-12-13,14546.42839,16891.57489,
1991-12-20,12989.12478,15080.36914,
1991-12-27,13004.10834,15111.97045,
1992-01-03,12231.30343,14506.49335,
1992-01-10,14064.92853,16216.65081,
1992-01-17,15161.0932,17610.53859,
1992-01-24,15872.76582,18531.31821,
1992-01-31,15053.13932,17385.11738,
1992-02-07,13187.43686,14572.05215,
1992-02-14,12802.40887,14654.26578,
1992-02-21,11285.63565,12758.60256,
1992-02-28,11093.93111,13226.80884,
1992-03-06,11452.66344,14075.12123,
1992-03-13,10710.81767,12683.49421,
1992-03-20,10401.98677,11923.54786,
1992-03-27,10433.4076,11424.87646,
1992-04-03,9997.57976,10675.00452,
1992-04-10,9571.10856,10003.57365,
1992-04-17,9822.35439,10480.14717,
1992-04-24,11393.17702,12976.42846,
1992-05-01,11475.18872,12939.58392,
1992-05-08,10479.06723,11726.56224,
1992-05-15,10359.23148,11348.49825,
1992-05-22,10414.41648,11319.2381,
1992-05-29,9735.2708,10033.0461,
1992-06-05,8915.02865,9154.68419,
1992-06-12,8960.47933,9677.43244,
1992-06-19,8625.03734,8801.82928,
1992-06-26,9015.95906,9338.9969,
1992-07-03,9586.06105,10191.40108,
1992-07-10,10374.78919,11575.78349,
1992-07-17,10430.38884,11378.16635,
1992-07-24,11072.99354,12487.55984,
1992-07-31,10462.58271,11750.59743,
1992-08-07,10452.17703,11553.18368,
1992-08-14,10420.1778,11176.32529,
1992-08-21,10385.87446,11173.5346,
1992-08-28,10594.33684,11700.45269,
1992-09-04,10177.18559,11091.24423,
1992-09-11,9690.80955,10505.1402,
1992-09-18,9553.06778,10205.64494,
1992-09-25,10647.34275,11407.27778,
1992-10-02,10829.31429,11931.22668,
1992-10-09,11280.00873,12478.72507,
1992-10-16,11292.70729,12594.80509,
1992-10-23,12712.54496,13873.20199,
1992-10-30,12488.93462,13882.23535,
1992-11-06,13176.16142,15204.0717,
1992-11-13,15595.02441,17668.99193,
1992-11-20,14845.07523,17310.65963,
1992-11-27,14637.10979,16698.30403,
1992-12-04,17477.84175,20617.02418,
1992-12-11,16770.89201,19912.35234,
1992-12-18,16460.91905,18726.272,
1992-12-25,17204.83628,19965.16306,
1993-01-01,18108.1001,21396.25777,
1993-01-08,18118.69515,21070.39984,
1993-01-15,18405.42714,22020.35288,
1993-01-22,17553.10107,20871.46795,
1993-01-29,16260.0835,18961.43841,
1993-02-05,15399.83481,17719.90545,
1993-02-12,15833.34968,18835.80742,
1993-02-19,15766.39666,19121.75553,
1993-02-26,15365.97276,18675.29374,
1993-03-05,13801.96451,16550.97011,
1993-03-12,13855.63058,16536.62092,
1993-03-19,15745.15455,19176.21843,
1993-03-26,17058.98728,21271.74842,
1993-04-02,15355.70407,18475.80127,
1993-04-09,14739.00155,18021.2384,
1993-04-16,15032.88737,17936.36254,
1993-04-23,14619.53938,17831.73487,
1993-04-30,14235.08392,17312.8094,
1993-05-07,13555.68741,16124.57468,
1993-05-14,13766.3816,16268.87303,
1993-05-21,13962.73319,16593.03948,
1993-05-28,14677.0201,17966.53275,
1993-06-04,14379.14595,17135.95914,
1993-06-11,14302.08138,17165.7995,
1993-06-18,14684.22956,17720.74319,
1993-06-25,17110.19106,20726.53141,
1993-07-02,16762.69749,20602.95114,
1993-07-09,17594.29321,22434.46189,
1993-07-16,17617.98061,22014.54594,
1993-07-23,17294.81615,21526.50477,
1993-07-30,15737.10886,18725.81382,
1993-08-06,14586.71563,17666.49562,
1993-08-13,13898.8122,16520.86294,
1993-08-20,12944.05809,14740.84168,
1993-08-27,13190.40192,14860.96145,
1993-09-03,13475.97348,14984.84903,
1993-09-10,14299.16259,15879.92541,
1993-09-17,14172.57941,15949.9319,
1993-09-24,13806.84314,15782.73519,
1993-10-01,13784.05537,16091.56473,
1993-10-08,14198.23429,16449.66736,
1993-10-15,14444.71192,16893.96232,
1993-10-22,14889.35685,17075.868,
1993-10-29,15389.94665,17039.08468,
1993-11-05,15151.76889,17881.69571,
1993-11-12,14812.5589,16460.31,
1993-11-19,15094.47313,17306.13457,
1993-11-26,15396.39336,17984.95654,
1993-12-03,14858.41755,17615.09494,
1993-12-10,14469.21479,16359.96945,
1993-12-17,13753.0275,15559.60301,
1993-12-24,13925.6021,15303.75927,
1993-12-31,13195.85407,14662.0386,
1994-01-07,12879.15506,13764.51675,
1994-01-14,12753.20288,12731.94384,
1994-01-21,12485.84023,12767.72965,
1994-01-28,11949.01479,11747.80619,
1994-02-04,12769.15242,11978.12225,
1994-02-11,12359.51272,11257.0645,
1994-02-18,12315.78897,11765.88509,
1994-02-25,12708.82999,13371.35513,
1994-03-04,12392.59918,13815.29374,
1994-03-11,13205.0947,13684.86115,
1994-03-18,12105.07623,13394.81091,
1994-03-25,13225.16421,14237.3136,
1994-04-01,12946.59855,13851.03869,
1994-04-08,12222.06592,13167.63962,
1994-04-15,12405.9311,13933.16242,
1994-04-22,12854.17174,14434.70433,
1994-04-29,12148.52068,13111.59631,
1994-05-06,11472.39951,12210.84373,
1994-05-13,10797.75121,11162.97258,
1994-05-20,11337.81071,12498.17529,
1994-05-27,10747.86777,11735.30237,
1994-06-03,10465.23732,11585.72516,
1994-06-10,10325.35862,11380.92765,
1994-06-17,11329.43069,12212.31659,
1994-06-24,12055.63602,12856.90329,
1994-07-01,12512.84218,13317.44813,
1994-07-08,12158.46767,12540.13977,
1994-07-15,12284.59159,12924.80595,
1994-07-22,12273.53917,13568.96922,
1994-07-29,12908.08858,14303.23203,
1994-08-05,12969.99699,14717.22089,
1994-08-12,13502.36597,15460.02162,
1994-08-19,13713.97787,15472.5911,
1994-08-26,13911.60709,15502.76849,
1994-09-02,13440.49511,15354.82363,
1994-09-09,13703.43595,15598.20223,
1994-09-16,13476.92383,14645.32851,
1994-09-23,14065.61582,16388.3909,
1994-09-30,13638.39821,15975.61915,
1994-10-07,13207.34428,15671.59377,
1994-10-14,13612.80134,16747.20453,
1994-10-21,13768.13845,17121.83055,
1994-10-28,15231.40104,18879.94363,
1994-11-04,15040.19458,18572.70208,
1994-11-11,15425.99329,18973.82143,
1994-11-18,15443.30646,19662.53415,
1994-11-25,16719.61886,18597.31673,
1994-12-02,16540.03825,17940.50123,
1994-12-09,17184.3206,18354.11881,
1994-12-16,19158.1634,20554.72814,
1994-12-23,17961.1292,19246.31923,
1994-12-30,17018.64528,18836.85136,
1995-01-06,17367.84909,19201.0301,
1995-01-13,16527.87353,18175.06064,
1995-01-20,15831.75135,18148.05909,
1995-01-27,16804.08238,19412.66022,
1995-02-03,15977.25799,18101.71621,
1995-02-10,15229.32984,16943.71121,
1995-02-17,14694.83154,16213.70549,
1995-02-24,15192.44547,16912.67854,
1995-03-03,15200.9235,16624.02797,
1995-03-10,15072.77776,16691.96524,
1995-03-17,15617.75175,17679.69124,
1995-03-24,15321.45641,17481.17829,
1995-03-31,15127.79074,17081.45998,
1995-04-07,13464.18401,15197.0115,
1995-04-14,12908.27586,14574.9973,
1995-04-21,12998.48776,14098.48455,
1995-04-28,13164.87201,14737.42473,
1995-05-05,12494.47344,14155.54705,
1995-05-12,12426.80593,13531.43936,
1995-05-19,12770.3761,13924.5301,
1995-05-26,13738.36857,14307.19458,
1995-06-02,14275.82612,15075.44171,
1995-06-09,14992.07915,16176.5921,
1995-06-16,15799.55055,16954.91411,
1995-06-23,18187.59258,20534.28817,
1995-06-30,17769.05868,19640.94029,
1995-07-07,18375.59569,20981.61973,
1995-07-14,19903.9152,22996.83186,
1995-07-21,19828.79549,22838.10464,
1995-07-28,19243.69485,22252.19483,
1995-08-04,18226.09317,20847.44726,
1995-08-11,18474.82536,21077.46367,
1995-08-18,18890.49988,21636.53173,
1995-08-25,18981.38999,21144.1639,
1995-09-01,18560.8013,20917.53955,
1995-09-08,17762.86184,20504.67799,
1995-09-15,17537.8878,19816.13728,
1995-09-22,15971.23558,18701.86036,
1995-09-29,15521.67366,17596.60783,
1995-10-06,15722.19386,17939.94169,
1995-10-13,14830.7801,17245.09782,
1995-10-20,15564.92152,18208.70658,
1995-10-27,15605.33141,17599.73121,
1995-11-03,15074.74125,17258.54552,
1995-11-10,15591.61796,18398.83876,
1995-11-17,17356.50855,20108.83154,
1995-11-24,18394.19058,21825.40827,
1995-12-01,17921.10789,21057.37143,
1995-12-08,17571.84873,20848.24838,
1995-12-15,17565.02873,20701.55948,
1995-12-22,17999.80416,20202.62131,
1995-12-29,17849.90366,20178.1143,
1996-01-05,18259.00902,21455.85409,
1996-01-12,19267.88897,22426.76528,
1996-01-19,20516.41011,25152.70175,
1996-01-26,20931.46512,24694.54431,
1996-02-02,21428.68773,25317.26609,
1996-02-09,21332.70005,25750.62454,
1996-02-16,21267.61145,25742.38686,
1996-02-23,21182.61057,25211.38058,
1996-03-01,19814.27639,23176.58282,
1996-03-08,20305.19734,24296.55234,
1996-03-15,20003.0743,22963.66598,
1996-03-22,19311.73258,21912.16474,
1996-03-29,18128.16175,20583.19551,
1996-04-05,17874.35091,20401.80941,
1996-04-12,16900.73487,19050.64849,
1996-04-19,16795.48383,19196.93577,
1996-04-26,16809.43123,19451.18262,
1996-05-03,16510.18521,18984.31272,
1996-05-10,17584.05191,20130.13504,
1996-05-17,19440.67049,22195.56955,
1996-05-24,21150.65182,23445.57938,
1996-05-31,21341.98368,23837.24387,
1996-06-07,20940.40977,23039.30406,
1996-06-14,21373.94088,24147.90589,
1996-06-21,21180.8393,23911.88817,
1996-06-28,21050.94417,24725.73604,
1996-07-05,20118.47595,23868.02077,
1996-07-12,19687.40351,22883.93391,
1996-07-19,20582.11186,23713.30779,
1996-07-26,20635.35936,24197.73963,
1996-08-02,20819.53988,24440.74086,
1996-08-09,20163.64184,23364.04947,
1996-08-16,18819.7057,21737.76084,
1996-08-23,18357.86001,21393.41212,
1996-08-30,17777.2671,20976.5192,
1996-09-06,16429.18497,19605.56787,
1996-09-13,15745.53396,18913.02755,
1996-09-20,15921.35148,18451.1888,
1996-09-27,15894.47136,18195.42112,
1996-10-04,16254.13821,19033.01997,
1996-10-11,17293.20879,19619.36334,
1996-10-18,18145.54351,20996.97828,
1996-10-25,18014.94524,20802.70048,
1996-11-01,17943.01208,20575.11967,
1996-11-08,18360.15131,21009.6361,
1996-11-15,18137.2962,20952.28868,
1996-11-22,18813.20431,21312.53232,
1996-11-29,17979.61162,20301.27247,
1996-12-06,17906.26234,20452.87194,
1996-12-13,18195.5845,20194.92473,
1996-12-20,18466.67242,20726.80336,
1996-12-27,19771.61662,22551.25985,
1997-01-03,20642.585,23738.60779,
1997-01-10,21219.96522,23768.18559,
1997-01-17,24567.1924,26434.59754,
1997-01-24,25385.00762,27388.12004,
1997-01-31,22668.36747,25863.69845,
1997-02-07,21933.95272,25719.55368,
1997-02-14,21830.48299,25274.04917,
1997-02-21,21422.65475,24170.21411,
1997-02-28,23526.73902,28279.96398,
1997-03-07,23395.86349,28202.08201,
1997-03-14,24495.71861,30710.61913,
1997-03-21,23979.92936,29709.50775,
1997-03-28,23737.69793,29425.84365,
1997-04-04,23284.16733,28911.72103,
1997-04-11,22115.12204,27839.09768,
1997-04-18,21213.99618,25844.87449,
1997-04-25,21164.46961,25551.89417,
1997-05-02,21113.102,25577.58073,
1997-05-09,21986.24363,26367.31236,
1997-05-16,23076.96076,28044.70759,
1997-05-23,23838.59527,29083.69487,
1997-05-30,24081.79716,30201.48193,
1997-06-06,22921.93539,28841.43469,
1997-06-13,22709.71755,28742.56633,
1997-06-20,21855.29619,27778.69154,
1997-06-27,20770.50239,26004.56724,
1997-07-04,20762.81577,26120.36213,
1997-07-11,20552.14332,27374.8743,
1997-07-18,20593.60886,27692.97861,
1997-07-25,19875.47702,26911.1787,
1997-08-01,20025.29811,27565.9063,
1997-08-08,20573.95904,28308.1286,
1997-08-15,21898.09403,30928.95901,
1997-08-22,22744.289,33035.12457,
1997-08-29,24018.58531,33586.86876,
1997-09-05,22638.34157,30521.92041,
1997-09-12,22027.80336,30119.23767,
1997-09-19,21946.97375,29882.00282,
1997-09-26,23123.87176,32870.61559,
1997-10-03,22516.0467,32861.79956,
1997-10-10,22645.16714,33366.80439,
1997-10-17,23298.28246,34984.47232,
1997-10-24,23351.11623,35727.61735,
1997-10-31,23584.94001,36997.50325,
1997-11-07,22583.78171,35049.67174,
1997-11-14,22095.50119,33817.41705,
1997-11-21,20835.37877,30232.91279,
1997-11-28,20769.82904,29227.41516,
1997-12-05,21264.28387,29572.85084,
1997-12-12,21332.82662,29647.82928,
1997-12-19,20616.51424,28443.23058,
1997-12-26,20097.92457,27436.48999,
1998-01-02,18825.06304,26241.04104,
1998-01-09,19260.64699,27084.82392,
1998-01-16,19299.69416,26799.66693,
1998-01-23,19061.46692,26384.31793,
1998-01-30,18742.09937,26336.16406,
1998-02-06,18970.0086,26509.78546,
1998-02-13,19259.22366,27057.39906,
1998-02-20,18448.98882,26037.39925,
1998-02-27,18124.65583,25583.91557,
1998-03-06,19292.58464,28255.79197,
1998-03-13,19570.37117,29471.07631,
1998-03-20,21040.6464,31986.47064,
1998-03-27,21209.2127,32018.5173,
1998-04-03,20066.48934,29643.42638,
1998-04-10,18451.21142,27368.28737,
1998-04-17,17936.211,26392.2288,
1998-04-24,17679.39023,25945.16775,
1998-05-01,18476.40716,26980.27184,
1998-05-08,19141.27416,28300.87234,
1998-05-15,19294.69613,28454.48488,
1998-05-22,19804.74572,29232.52309,
1998-05-29,18812.87466,26899.27274,
1998-06-05,17767.22841,25371.97709,
1998-06-12,18425.17346,26245.68808,
1998-06-19,18977.34596,26858.2401,
1998-06-26,20044.73649,28655.74159,
1998-07-03,20467.40778,29944.61447,
1998-07-10,20501.89046,30099.09294,
1998-07-17,20832.19249,30805.92769,
1998-07-24,20526.64487,30414.5889,
1998-07-31,19831.00391,29456.52508,
1998-08-07,19688.88178,28996.75394,
1998-08-14,18521.75784,26804.83942,
1998-08-21,17865.90687,24682.46428,
1998-08-28,17030.23995,23130.25195,
1998-09-04,15703.59603,20563.75527,
1998-09-11,13919.47776,18104.57338,
1998-09-18,13281.37329,17213.51967,
1998-09-25,13777.82554,18702.37384,
1998-10-02,14371.6257,19790.48279,
1998-10-09,14703.64002,19900.38887,
1998-10-16,15344.94603,20757.99651,
1998-10-23,15631.0293,21490.93894,
1998-10-30,15779.27668,22149.00315,
1998-11-06,16174.42021,22300.53522,
1998-11-13,15924.54869,21360.84565,
1998-11-20,16151.10752,21065.28893,
1998-11-27,15659.87597,19103.12147,
1998-12-04,18119.21926,22930.6724,
1998-12-11,18406.74901,23900.59559,
1998-12-18,18179.27594,23154.71684,
1998-12-25,17812.00773,23089.62042,
1999-01-01,15569.28072,20598.94404,
1999-01-08,16266.87594,22348.64485,
1999-01-15,17248.70563,23134.07507,
1999-01-22,17553.03371,23367.79962,
1999-01-29,17206.87264,22853.65364,
1999-02-05,17094.52612,22398.89227,
1999-02-12,16812.38672,22018.58587,
1999-02-19,17417.23748,23367.1804,
1999-02-26,17828.88026,24606.22049,
1999-03-05,17378.29928,23648.19805,
1999-03-12,16903.34622,23172.8267,
1999-03-19,16742.45117,22706.26171,
1999-03-26,15646.26622,20241.72698,
1999-04-02,14279.32151,18124.18028,
1999-04-09,13595.33265,17025.87224,
1999-04-16,13352.1998,16560.22353,
1999-04-23,12976.13836,15319.23784,
1999-04-30,13384.4768,15952.80898,
1999-05-07,13351.07287,16109.00141,
1999-05-14,12779.38905,15297.59867,
1999-05-21,12754.97252,14994.21301,
1999-05-28,13769.10839,15888.47718,
1999-06-04,13391.35958,15695.09637,
1999-06-11,12910.88958,15042.98484,
1999-06-18,13333.60327,16505.2066,
1999-06-25,13437.43526,16724.27871,
1999-07-02,12797.12419,15965.29709,
1999-07-09,12441.44481,15075.3573,
1999-07-16,11897.71242,14214.00401,
1999-07-23,11568.01732,13596.78416,
1999-07-30,10577.33508,12334.50672,
1999-08-06,9743.20308,11540.73202,
1999-08-13,9203.43677,11163.60432,
1999-08-20,9202.79642,11282.02942,
1999-08-27,9527.62601,12004.90563,
1999-09-03,10100.00513,13038.29891,
1999-09-10,10233.64247,13071.53293,
1999-09-17,10247.40805,12627.24229,
1999-09-24,10514.06284,13039.29626,
1999-10-01,10886.88678,14309.71206,
1999-10-08,10738.09532,14031.09877,
1999-10-15,10682.13732,13982.93772,
1999-10-22,10850.76976,14537.98589,
1999-10-29,10348.88836,13910.14063,
1999-11-05,10209.57311,14045.39499,
1999-11-12,9818.38775,13319.52072,
1999-11-19,10058.08353,13615.78918,
1999-11-26,9623.73229,12931.60858,
1999-12-03,10581.81418,14409.23059,
1999-12-10,12939.00291,17767.44187,
1999-12-17,14764.25627,20901.44835,
1999-12-24,15365.82563,21473.71006,
1999-12-31,15396.48041,20961.70155,
2000-01-07,14996.23588,20943.86427,
2000-01-14,14322.1263,19976.60029,
2000-01-21,15011.39128,21374.00859,
2000-01-28,15793.17537,20629.1918,
2000-02-04,16939.2832,21582.63057,
2000-02-11,18115.45322,22756.3552,
2000-02-18,20180.5575,26668.45717,
2000-02-25,19748.47964,25789.6952,
2000-03-03,19483.52894,25333.71791,
2000-03-10,20118.13904,26783.77552,
2000-03-17,21606.84599,28635.03249,
2000-03-24,22665.04175,29996.40623,
2000-03-31,22214.87303,29355.40009,
2000-04-07,22599.1455,30141.86482,
2000-04-14,22819.10468,30764.18667,
2000-04-21,24072.33756,33209.99194,
2000-04-28,24549.39657,34029.60755,
2000-05-05,25157.0287,34656.66355,
2000-05-12,25250.16016,34885.05527,
2000-05-19,26284.00317,37297.35122,
2000-05-26,28383.65462,40933.55287,
2000-06-02,28084.81093,39863.1372,
2000-06-09,28209.10348,39818.44136,
2000-06-16,29446.09396,41666.34398,
2000-06-23,31973.9294,44749.70319,
2000-06-30,32848.66535,45112.72966,
2000-07-07,32707.42706,45659.49863,
2000-07-14,34640.33532,48137.85721,
2000-07-21,37041.84981,52210.56387,
2000-07-28,37990.81374,54436.53796,
2000-08-04,37190.0864,52709.31898,
2000-08-11,37824.50168,55039.16037,
2000-08-18,38371.95256,56490.08768,
2000-08-25,35397.39434,50899.75754,
2000-09-01,32813.14506,46272.3188,
2000-09-08,34395.83592,48069.1655,
2000-09-15,35483.55776,51059.69705,
2000-09-22,36454.83433,52902.23252,
2000-09-29,38289.05194,55567.89012,
2000-10-06,39077.86643,56752.5024,
2000-10-13,38657.52858,56215.80702,
2000-10-20,43050.86642,63002.84125,
2000-10-27,43768.18894,65396.86121,
2000-11-03,43687.75651,64069.29197,
2000-11-10,44451.14958,64533.66408,
2000-11-17,44966.08375,65478.13939,
2000-11-24,46767.79764,67776.01753,
2000-12-01,49485.50837,67428.04422,
2000-12-08,50231.27145,67480.15691,
2000-12-15,50451.40696,66453.9394,
2000-12-22,51683.05817,67612.63671,
2000-12-29,51384.63557,67544.21537,
2001-01-05,53447.32569,69059.53317,
2001-01-12,52220.08351,65162.29409,
2001-01-19,49986.95572,60849.85144,
2001-01-26,46712.58422,55097.48633,
2001-02-02,42969.01923,48437.71301,
2001-02-09,40186.05357,45516.08877,
2001-02-16,40482.38432,45710.99643,
2001-02-23,39231.24562,45234.52349,
2001-03-02,39262.19157,47974.58046,
2001-03-09,40943.53117,52272.24862,
2001-03-16,42864.9367,58193.91228,
2001-03-23,40784.0014,56914.08916,
2001-03-30,38248.32094,51591.98536,
2001-04-06,36490.31271,47333.52583,
2001-04-13,35282.10238,43955.51684,
2001-04-20,34842.14084,43125.66916,
2001-04-27,32190.69349,37358.69546,
2001-05-04,32245.98237,36360.18855,
2001-05-11,30875.21445,33961.65521,
2001-05-18,28725.60401,30896.06614,
2001-05-25,28751.33649,31907.02404,
2001-06-01,28069.74155,31400.17042,
2001-06-08,26163.49468,28282.06988,
2001-06-15,23183.7726,23822.4692,
2001-06-22,21413.31378,21260.73035,
2001-06-29,21654.63253,21804.34429,
2001-07-06,21969.58334,23973.05677,
2001-07-13,23712.04608,29062.06383,
2001-07-20,24306.40687,30721.8685,
2001-07-27,24023.90956,30197.82808,
2001-08-03,22941.02191,28575.84156,
2001-08-10,21562.92318,25425.19139,
2001-08-17,21969.39223,26555.41269,
2001-08-24,23229.86415,29549.57193,
2001-08-31,22477.20449,28487.15937,
2001-09-07,20939.1653,25834.99947,
2001-09-14,22659.68793,29671.78848,
2001-09-21,25454.71198,33454.82207,
2001-09-28,25893.63088,34013.37523,
2001-10-05,25897.10206,32798.3616,
2001-10-12,26145.83759,33498.86686,
2001-10-19,22943.16523,26658.48817,
2001-10-26,20603.53315,22758.25074,
2001-11-02,18815.30332,20609.83571,
2001-11-09,17850.97753,20389.22307,
2001-11-16,16855.2873,19512.51313,
2001-11-23,16466.76954,19348.99528,
2001-11-30,15987.5454,19335.38036,
2001-12-07,15158.732,18177.86618,
2001-12-14,15778.45853,19882.33172,
2001-12-21,16440.80002,21499.78967,
2001-12-28,15711.43805,19783.33897,
2002-01-04,14470.81867,17585.70926,
2002-01-11,14167.84182,16668.72114,
2002-01-18,14605.98076,18188.4702,
2002-01-25,15194.47949,18591.16233,
2002-02-01,14794.96631,17966.37139,
2002-02-08,14359.9015,17156.73558,
2002-02-15,13819.82243,16301.36511,
2002-02-22,13672.9052,16434.48489,
2002-03-01,13912.85744,16852.58383,
2002-03-08,14601.57325,17288.74259,
2002-03-15,13871.16006,15953.71619,
2002-03-22,13803.9828,15843.44823,
2002-03-29,14259.70482,15967.40507,
2002-04-05,14516.48441,14348.3367,
2002-04-12,15255.99361,14907.09577,
2002-04-19,15313.62048,15443.32546,
2002-04-26,15451.40253,14889.69276,
2002-05-03,15570.73007,15545.88734,
2002-05-10,16339.27705,16941.29816,
2002-05-17,17806.47197,20164.83072,
2002-05-24,17663.22512,19236.68181,
2002-05-31,16829.42985,17506.5212,
2002-06-07,16416.77147,16567.51912,
2002-06-14,15725.09103,15953.64067,
2002-06-21,14884.27793,15059.48343,
2002-06-28,14862.69758,15441.47147,
2002-07-05,14453.72874,14862.99454,
2002-07-12,14474.47633,15006.35379,
2002-07-19,15426.63101,17406.69123,
2002-07-26,15258.97273,16835.09841,
2002-08-02,13758.78529,14406.37285,
2002-08-09,13326.27723,14169.46736,
2002-08-16,12181.3127,11838.08843,
2002-08-23,11643.27772,11414.89441,
2002-08-30,11743.67015,12215.69395,
2002-09-06,11291.94767,11474.18821,
2002-09-13,11397.92537,12122.63309,
2002-09-20,11658.67396,13022.70436,
2002-09-27,12448.2279,14423.814,
2002-10-04,13741.45042,16717.81042,
2002-10-11,16651.14475,21990.57476,
2002-10-18,21670.89445,31743.34936,
2002-10-25,23031.26954,32651.2621,
2002-11-01,23902.28661,32922.99884,
2002-11-08,23565.7019,31807.34737,
2002-11-15,25431.09207,35461.89408,
2002-11-22,29196.77063,42863.44492,
2002-11-29,29589.19166,40291.18959,
2002-12-06,32054.62989,43339.31765,
2002-12-13,36293.58036,48642.74322,
2002-12-20,39683.49319,54687.82321,
2002-12-27,34367.82308,44720.4119,
2003-01-03,33937.54844,44096.91449,
2003-01-10,39429.93168,54271.22732,
2003-01-17,41235.33531,59318.17986,
2003-01-24,40402.23398,58842.8537,
2003-01-31,40449.1646,57344.19762,
2003-02-07,36834.7843,48288.3199,
2003-02-14,42380.98719,56801.82577,
2003-02-21,48649.2003,63931.86216,
2003-02-28,48138.10348,59370.49117,
2003-03-07,53826.06516,68714.81792,
2003-03-14,59165.87677,77265.85406,
2003-03-21,53068.79192,62895.52591,
2003-03-28,43885.96574,49418.33834,
2003-04-04,34777.71557,39784.40335,
2003-04-11,33916.76152,37973.66713,
2003-04-18,36117.22959,42248.51242,
2003-04-25,33381.83359,38430.38728,
2003-05-02,28800.15419,30839.24281,
2003-05-09,27796.99378,31513.38806,
